win_id	chr	win_start	n_cpgs	mean_delta	sd_delta	mean_ctrl_entropy	mean_ctrl_beta	z_score	p_value	fdr
chr1:18452000	chr1	18452000	14	-0.245496889666959	0.211616309506504	0.607589929444806	0.758803073573273	-4.34071103874048	0.0000142022390785137	0.00928158419060131
chr1:18547000	chr1	18547000	6	-0.0929230315382335	0.0545414438338635	0.902425943527337	0.571544852482353	-4.17323042115546	0.000030031094633825	0.0159143350777391
chr1:18662000	chr1	18662000	12	0.211337549261316	0.193403647030779	0.31562256232027	0.917596367277796	3.78532027174685	0.000153510747080141	0.0476663598266446
chr1:18816000	chr1	18816000	10	-0.283206468764535	0.223240420948561	0.544322036682792	0.867366660985279	-4.0117174371196	0.0000602786221557413	0.0258567012894464
chr1:19043000	chr1	19043000	13	-0.144005230786058	0.125008781924466	0.34080612978151	0.92904357470214	-4.15345414570862	0.0000327493862459937	0.0169885064876365
chr1:19174000	chr1	19174000	19	-0.110791368405123	0.125539437470396	0.495232280711931	0.875076002784489	-3.84682605263704	0.00011965785861706	0.0408777650853503
chr1:19436000	chr1	19436000	5	0.102192511916025	0.0500399703569837	0.553567677605048	0.762255178898181	4.56653754599595	0.00000495846258650143	0.00431032173526264
chr1:19458000	chr1	19458000	16	0.132514891783637	0.133695209672309	0.205608228745327	0.957895073986398	3.96468630726368	0.0000734925286032889	0.0293721821090599
chr1:19605000	chr1	19605000	13	-0.176294352073763	0.1288856638622	0.38575993966004	0.921963480903354	-4.93180006937199	0.000000814752865960536	0.0010224463728694
chr1:19916000	chr1	19916000	5	-0.377082184258612	0.186499407734344	0.590029907955003	0.841217214158391	-4.5210942348268	0.00000615207919949009	0.00505370600096219
chr1:19966000	chr1	19966000	5	0.392204748777299	0.210291523496187	0.118703433545031	0.392857142857143	4.17038435398548	0.0000304086338333703	0.0160598162516854
chr1:20066000	chr1	20066000	8	-0.132392801667663	0.0826101757342506	0.147679254334258	0.0231992742272348	-4.5328966804595	0.0000058180276987379	0.00485708963341323
chr1:20461000	chr1	20461000	19	0.217396678233304	0.217160108350106	0.161871644425685	0.971160548907828	4.36364744095938	0.0000127911661493373	0.00860737490259405
chr1:20769000	chr1	20769000	27	0.0796524262455715	0.0917771468747152	0.00000000346619761090596	0	4.5096863620677	0.00000649235391353262	0.00526720565050568
chr1:20809000	chr1	20809000	22	-0.324975147166803	0.376726969732329	0.377077600764075	0.158739657167722	-4.04608290429838	0.0000520817944975321	0.023342241074078
chr1:20817000	chr1	20817000	5	0.343978441560613	0.0963926621664451	0.188348393180526	0.963988095238095	7.97943703220719	0.00000000000000147002214010568	0.0000000000105735913837415
chr1:22347000	chr1	22347000	16	-0.163175884085988	0.160020059152021	0.40085204628674	0.908597459462198	-4.07888573346844	0.0000452520706530863	0.0211515041030724
chr1:23072000	chr1	23072000	5	-0.515761590600072	0.219695303359029	0.809759279771033	0.30428292721771	-5.24944302009257	0.00000015255977843947	0.00026621703905702
chr1:23203000	chr1	23203000	13	-0.117043228840716	0.10181472528558	0.792740821938222	0.662152273471156	-4.14483623903502	0.0000340056642704882	0.0174105016026118
chr1:24269000	chr1	24269000	14	-0.099934445352151	0.0894230766429171	0.497151968346817	0.853841091787797	-4.18147607622769	0.0000289622729088498	0.0155183636305375
chr1:24271000	chr1	24271000	38	-0.141180333494627	0.228840970237051	0.432612818139114	0.891756207439058	-3.80305162942018	0.000142924554324973	0.0456160188575159
chr1:24319000	chr1	24319000	12	-0.230296717452394	0.163189187503895	0.74160970464648	0.747677340232466	-4.88862799729743	0.00000101541167479845	0.00121480825074789
chr1:24593000	chr1	24593000	16	0.244927441653608	0.257805574263578	0.0583768765776804	0.0112271167048055	3.80018845369412	0.000144586090288237	0.0459845749290646
chr1:24631000	chr1	24631000	21	0.240029110617875	0.264477035095528	0.298999267679724	0.9375093296837	4.15896816145887	0.0000319688451324793	0.0166715831405926
chr1:25505000	chr1	25505000	12	-0.168292679368639	0.144996976503774	0.430445709979168	0.900559553025365	-4.02065585416941	0.0000580363376483233	0.0251879627126758
chr1:25965000	chr1	25965000	7	-0.198126934108263	0.119433804001953	0.31060888481473	0.942112787143843	-4.38899690129248	0.0000113874691738867	0.00794846022152035
chr1:26061000	chr1	26061000	11	-0.149696300309172	0.130926525196122	0.332804736528264	0.935445232324133	-3.79209988110638	0.00014937880735632	0.0468022252622763
chr1:26281000	chr1	26281000	16	-0.172902137344622	0.159019839136701	0.372034268264135	0.917549664618072	-4.34919663567229	0.0000136637155607815	0.00900950576496622
chr1:26567000	chr1	26567000	9	-0.213520572736464	0.146524855193845	0.780879127232304	0.735594927553045	-4.37169323499389	0.0000123286667092501	0.00841617717143075
chr1:27039000	chr1	27039000	6	-0.0806293539202633	0.0497474705229447	0.211489059068704	0.965097554363405	-3.97006668517603	0.0000718525188486264	0.0290156881791689
chr1:27386000	chr1	27386000	13	-0.182748805359689	0.112136999971888	0.511717696675498	0.860344953206609	-5.87593914960568	0.00000000420452761893316	0.0000119224737364749
chr1:27749000	chr1	27749000	10	-0.37137341943912	0.27665329262523	0.371373422905318	0.0870833333333333	-4.24497339875713	0.0000218619354948434	0.0127415010920764
chr1:27882000	chr1	27882000	20	-0.188528451954833	0.211375889486041	0.645378478729332	0.809043897362036	-3.98874663793336	0.0000664233186683025	0.0276169301244843
chr1:27950000	chr1	27950000	8	-0.300994170858756	0.139925782718871	0.821974847339561	0.715974936351775	-6.08422594253305	0.00000000117055437189304	0.00000384464326061652
chr1:28016000	chr1	28016000	10	-0.237842390879965	0.177456651209087	0.814624671584588	0.561594435718752	-4.23835158725362	0.0000225166955695758	0.0129951568090794
chr1:28440000	chr1	28440000	20	0.176975772769608	0.192171609112594	0.151025454601017	0.0298513986013986	4.11850491454794	0.0000381338438620814	0.0189006231220304
chr1:29262000	chr1	29262000	17	-0.0997700385888685	0.108771053289587	0.237317853181818	0.95733701990759	-3.78191067322539	0.000155629212362785	0.0480207918170549
chr1:29449000	chr1	29449000	23	0.0592818353690113	0.065914940219764	0.00000000346619761090596	0	4.31322085516043	0.0000160893248487052	0.0101602277662497
chr1:29482000	chr1	29482000	42	-0.150469066536513	0.239644318488201	0.294632564282407	0.136923141722769	-4.06915970095336	0.0000471829990234614	0.0217368691786244
chr1:29584000	chr1	29584000	18	0.100392247426195	0.112653040676253	0.308276339200572	0.910282246237137	3.7808853719783	0.000156271618524421	0.0480932123442201
chr1:29750000	chr1	29750000	10	-0.322779038757594	0.223388671115095	0.322779042223791	0.0683333333333333	-4.56924220166861	0.00000489490852398635	0.00426982080997852
chr1:29820000	chr1	29820000	33	0.134838212203695	0.122455884906617	0.0136661842164931	0.00228956228956229	6.32543350400842	0.0000000002525226343571	0.000000957816728176711
chr1:30116000	chr1	30116000	7	0.152702963831413	0.101300055369237	0.387098381402826	0.921596163539593	3.98829068047184	0.0000665510875508942	0.0276328970249466
chr1:30145000	chr1	30145000	6	-0.229369176065598	0.128214144444308	0.505647647218913	0.879790993482242	-4.38202389072101	0.000011758191187059	0.00813165313880447
chr1:31540000	chr1	31540000	6	-0.186009408261209	0.074905539459064	0.542112465621598	0.860653459187729	-6.08270283996823	0.00000000118173248724854	0.00000386148603418451
chr1:31630000	chr1	31630000	16	-0.197728212495591	0.194124109617665	0.197728215961789	0.0382632124819625	-4.07426388994184	0.0000461601172233764	0.0214122861341551
chr1:31634000	chr1	31634000	26	0.0816848960498246	0.100775756678502	0.00000000346619761090596	0	4.13306625176358	0.0000357955489064997	0.0180595840794212
chr1:33153000	chr1	33153000	16	-0.178643236182036	0.184372257178715	0.358297291408025	0.926542099522463	-3.87570752597284	0.000106315324183278	0.0376951575077856
chr1:33380000	chr1	33380000	29	-0.125444427070847	0.176981338455359	0.42365259898186	0.896262283222362	-3.81700646977234	0.000135080629359098	0.0440298278765429
chr1:33416000	chr1	33416000	9	-0.167174436656167	0.122743429333329	0.545755698102754	0.859067295207947	-4.08594832890431	0.0000438971475708948	0.0207127988458906
chr1:33740000	chr1	33740000	23	0.0925940553660497	0.115546556765558	0.627551504395446	0.822063180621122	3.84317371305894	0.000121453437523879	0.0411733228924224
chr1:33978000	chr1	33978000	11	-0.203473904918929	0.108421442992842	0.780438904271385	0.712757617991652	-6.22429086549872	0.000000000483738922415061	0.00000175039445214164
chr1:34113000	chr1	34113000	7	-0.179568870547363	0.114525841664951	0.56819258202851	0.836409442752471	-4.14836134596571	0.0000334863560462357	0.0172419069426524
chr1:34117000	chr1	34117000	40	-0.137679886866117	0.226754553393414	0.605556744662032	0.776049303712558	-3.84011720140283	0.000122975587291375	0.0414707219143049
chr1:34427000	chr1	34427000	13	0.172126445557441	0.16349644473239	0.522346694693985	0.864703432350513	3.79586679292338	0.000147128487006424	0.0463805058714604
chr1:34495000	chr1	34495000	8	0.161495031919803	0.0918533493818023	0.215030986178697	0.961519730804691	4.97289355116556	0.000000659608842341609	0.000883450276831521
chr1:35181000	chr1	35181000	15	-0.435331988477749	0.206099630074456	0.646726901985866	0.167539682539683	-8.18067233229182	0.000000000000000282264491088325	0.00000000000210737418507659
chr1:36065000	chr1	36065000	7	0.0838899756460587	0.0496762166298199	0.889561966766793	0.642567108255025	4.46797337053044	0.00000789641327561075	0.00606348951867161
chr1:36589000	chr1	36589000	23	-0.360011484954326	0.237556936134337	0.588202972166063	0.174730122300455	-7.26796049988718	0.000000000000364955464463768	0.0000000020797542509479
chr1:36608000	chr1	36608000	16	-0.116428685038576	0.0969892391214759	0.351388067266865	0.920338084957463	-4.80171557559093	0.00000157312030391293	0.00172141534881454
chr1:37054000	chr1	37054000	5	-0.220298228969531	0.113078439704065	0.461028321447154	0.901385281385281	-4.35628415627117	0.0000132289017729823	0.00879009617387619
chr1:38086000	chr1	38086000	7	-0.149193611373827	0.103384959351079	0.396157581923526	0.120171984259048	-3.81805240696884	0.00013450935611008	0.0439581902803963
chr1:38100000	chr1	38100000	16	-0.21147390635219	0.172054384595987	0.51507019461807	0.876198394652163	-4.91644329434014	0.000000881307102425144	0.00109202559398094
chr1:38195000	chr1	38195000	26	-0.282747726881202	0.376075368757038	0.315211982817738	0.109294741270826	-3.83363627763317	0.000126262798145407	0.0422411367586737
chr1:38473000	chr1	38473000	11	0.220418047386233	0.128837995486921	0.325629366330156	0.933278167871469	5.67413329771278	0.0000000139392563577381	0.0000341141898837579
chr1:38717000	chr1	38717000	9	-0.103655080122685	0.0707465309331092	0.826668085011466	0.680744240169858	-4.39548393775058	0.0000110526237109146	0.00777918080816991
chr1:38810000	chr1	38810000	8	-0.0973060938938962	0.0458372411314016	0.912783026293932	0.633903164539514	-6.00435777937885	0.00000000192090704082385	0.00000599455630794621
chr1:39331000	chr1	39331000	29	0.0865523829797685	0.122349201725943	0.00861663413402478	0.0014367816091954	3.80957816006285	0.000139204096124233	0.0449023995280733
chr1:39347000	chr1	39347000	14	-0.13875800804583	0.131609672806521	0.689269447303395	0.656422090702096	-3.94488425286165	0.000079838533683556	0.0308885572129649
chr1:39815000	chr1	39815000	11	-0.126156853567798	0.107342419189815	0.728039265888854	0.670788312564628	-3.89794594880807	0.0000970120620143786	0.0355148719038897
chr1:39896000	chr1	39896000	7	-0.122298157408038	0.0727079373717059	0.70196164881897	0.800212785683263	-4.4502776725587	0.00000857593344984055	0.0064271608589799
chr1:39920000	chr1	39920000	13	0.132191329272007	0.122399014228989	0.161572384842567	0.972060113799244	3.89400698089188	0.0000986018100316064	0.0358990017750906
chr1:40024000	chr1	40024000	8	0.173658856161075	0.115079284425522	0.26553293093978	0.949650017004409	4.26820015149006	0.0000197056480964392	0.0118901259913912
chr1:40025000	chr1	40025000	18	0.233310654251234	0.256328158726458	0.155064607537633	0.971261481406409	3.86166420178999	0.000112617284020139	0.0393733589783997
chr1:40779000	chr1	40779000	12	-0.134146044099499	0.114260924837548	0.507532907289666	0.86394398468013	-4.06696802682196	0.000047628774857939	0.021861440866419
chr1:41184000	chr1	41184000	32	-0.081766803714803	0.107625025630117	0.0877490962856254	0.0140664278531926	-4.29772618731957	0.000017255913939926	0.0107473275911982
chr1:42064000	chr1	42064000	11	0.451777249962897	0.330045333129742	0.00000000346619761090596	0	4.53990854146244	0.00000562786345605621	0.00471836952231448
chr1:44312000	chr1	44312000	9	-0.150396654385352	0.119136417909652	0.739859796542805	0.769150168611934	-3.7871708002688	0.000152372363338983	0.0474127247729608
chr1:44552000	chr1	44552000	24	-0.0832533481752895	0.0987393375555489	0.103001163531057	0.0158862040629649	-4.1306378482234	0.000036175809403037	0.0181900019027365
chr1:44945000	chr1	44945000	13	-0.725853926664504	0.33137507118526	0.789112205428526	0.377513465730826	-7.89770800116289	0.00000000000000284078693667916	0.0000000000195967948949264
chr1:44963000	chr1	44963000	36	-0.131920028244392	0.189969754057189	0.502890193125056	0.871204228697031	-4.16655889983449	0.0000309232022539606	0.0162701421793128
chr1:45012000	chr1	45012000	11	-0.123680627803629	0.0905922787089761	0.814440281956337	0.68188602400406	-4.52800439624655	0.00000595433432465576	0.00494269931021846
chr1:45173000	chr1	45173000	13	-0.173079582411808	0.165451472872454	0.508430976551722	0.603957120252667	-3.77178454979815	0.000162084181349354	0.0492778103318316
chr1:45296000	chr1	45296000	17	0.170564199431802	0.151214935957969	0.195862238024991	0.963482794438677	4.65069277549216	0.00000330821844777701	0.00314459625591069
chr1:45811000	chr1	45811000	20	-0.117586135897948	0.132831970274713	0.518777507316777	0.876857876445478	-3.95884503610941	0.0000753130803935371	0.0298173978440725
chr1:45948000	chr1	45948000	37	0.0808858160119375	0.127872959836821	0.0291950870366313	0.00468731718731719	3.84764074826971	0.000119260763248118	0.040821151109139
chr1:46336000	chr1	46336000	6	0.189110785029284	0.0945733739695807	0.327860172899644	0.919195156695157	4.89804803123446	0.000000967933778140966	0.00116509695031064
chr1:46419000	chr1	46419000	15	-0.20723914916722	0.209058577204665	0.806202681400808	0.656364897534974	-3.83927693443102	0.000123397183164634	0.0415692234293697
chr1:46644000	chr1	46644000	11	0.170342273589547	0.124164929598281	0.00000000346619761090596	0	4.55008841273015	0.00000536233795968168	0.0045605814465304
chr1:46863000	chr1	46863000	6	-0.198145669979553	0.109735875544082	0.758873150317245	0.774210410710102	-4.42294540217927	0.00000973643525800242	0.00707455413153972
chr1:47666000	chr1	47666000	13	-0.181116355973344	0.119605844053863	0.585911069156746	0.841098496382437	-5.45980268316151	0.0000000476664041215557	0.00010040766302906
chr1:47869000	chr1	47869000	7	0.22772620301031	0.121882927822472	0.456711514946487	0.874703940587399	4.94332480309193	0.000000768013691574675	0.000979421706885416
chr1:48365000	chr1	48365000	10	-0.176992549524584	0.145607175644529	0.633202415556342	0.788793086949619	-3.84390111888601	0.000121093813596472	0.0411537901148038
chr1:48419000	chr1	48419000	7	-0.21558098796286	0.149033543015526	0.526472177818017	0.876612142832842	-3.82714971410105	0.000129635673265934	0.0429673960476635
chr1:49045000	chr1	49045000	19	0.227546979591712	0.18269002210652	0.00000000346619761090596	0	5.42916508253455	0.000000056618295081078	0.000116966952472568
chr1:49562000	chr1	49562000	17	-0.147547213215155	0.161200811168111	0.491644208382225	0.866724146066611	-3.77388141190669	0.000160727184589144	0.0489717805161581
chr1:49644000	chr1	49644000	9	0.0679757603450498	0.0523476440056874	0.773079068129538	0.734222399129842	3.89563436728869	0.0000979420461488147	0.0357629469960636
chr1:49999000	chr1	49999000	5	-0.107715210224899	0.0525165259763895	0.572897076247731	0.792194393452975	-4.58633787737293	0.00000451088380089373	0.00402202060475742
chr1:50020000	chr1	50020000	10	0.185827711354606	0.137599330901658	0.506439419755358	0.871470071601631	4.27065172778254	0.0000194902569211382	0.0118071425655988
chr1:50068000	chr1	50068000	6	-0.240089490863203	0.144960512954396	0.517889420335388	0.880469687490152	-4.05694442737287	0.0000497189061302339	0.0226358416704951
chr1:50103000	chr1	50103000	18	0.15544641577502	0.153683321595504	0.473975267629626	0.887021473392844	4.29131334088275	0.0000177619471633474	0.0109755714378078
chr1:50142000	chr1	50142000	5	-0.181775538159504	0.0750202323114663	0.585035622752193	0.848940364588971	-5.41803787388609	0.000000060256653642547	0.000122551748321509
chr1:50325000	chr1	50325000	12	-0.231965894143957	0.16296961315605	0.424388985950481	0.911466043941534	-4.9306948270873	0.0000008193765151788	0.00102715594496465
chr1:50814000	chr1	50814000	13	0.104021816969545	0.087711110479045	0.00000000346619761090596	0	4.27603746893879	0.0000190249217362084	0.011598034730433
chr1:51011000	chr1	51011000	12	0.308570416034703	0.198657586753141	0.0968694351051816	0.014576655982906	5.38071207870767	0.0000000741917761116789	0.000146107140448472
chr1:51367000	chr1	51367000	7	-0.230241882014239	0.121693709152655	0.230241885480437	0.0401015651015651	-5.00570461236421	0.000000556580541685193	0.000767899526506701
chr1:51474000	chr1	51474000	21	0.140047423329125	0.136048086392238	0.366815009931946	0.904385379882947	4.71728735999225	0.00000239009994070158	0.0024347254595426
chr1:51674000	chr1	51674000	6	-0.15314346450305	0.0774161347445273	0.153143467969248	0.0233140225787285	-4.84554475255586	0.00000126264745032624	0.00145595840469335
chr1:53475000	chr1	53475000	14	0.120244939492406	0.102747082340416	0.0916375132309886	0.0470885093167702	4.37886269688238	0.0000119300262029846	0.00821032409736372
chr1:54295000	chr1	54295000	16	0.127691275910273	0.115483477294761	0.320962442649846	0.929405488138334	4.42284139346974	0.00000974112531892167	0.00707455413153972
chr1:54367000	chr1	54367000	5	-0.0881584598114421	0.0414257295747398	0.805457957832428	0.739248323122263	-4.75859594879099	0.00000194944221333813	0.00204227617508005
chr1:54953000	chr1	54953000	11	-0.109305627319628	0.0900758264917653	0.399135898292364	0.913904584806838	-4.0246730717122	0.0000570545213395597	0.0249177014132146
chr1:55116000	chr1	55116000	35	-0.167356688637705	0.234619176918709	0.287773269187462	0.941462533998253	-4.22001106311556	0.0000244290330071332	0.0138012453759135
chr1:55784000	chr1	55784000	8	0.13544763798046	0.0859374451461894	0.458322854433417	0.867635582739428	4.45793766145867	0.00000827519581406194	0.00627351848417709
chr1:55787000	chr1	55787000	7	-0.144468758332729	0.0886091312922178	0.544639068514667	0.866608629465772	-4.31364579691192	0.0000160584153779486	0.0101515777098345
chr1:56717000	chr1	56717000	7	0.143325776715715	0.0999357275846767	0.40459195439808	0.690703409019416	3.79448242205122	0.000147951762524458	0.0465281274489107
chr1:56805000	chr1	56805000	22	0.141097870448357	0.173511580501734	0.223622112240896	0.95487968689291	3.81419887545711	0.00013662541398986	0.0443861766665196
chr1:56969000	chr1	56969000	10	-0.263846071904417	0.216882229021668	0.484622597166581	0.886314319030961	-3.84703967065535	0.000119553617443554	0.0408539854468083
chr1:56970000	chr1	56970000	8	0.17338754951551	0.119325768610899	0.459148968100906	0.856137267018712	4.10987545986061	0.0000395872563183708	0.0193767464255323
chr1:56978000	chr1	56978000	22	-0.147280144812672	0.16664658955689	0.409074858285092	0.898604876104326	-4.14533003150722	0.0000339324623011783	0.0173805667009024
chr1:57022000	chr1	57022000	28	-0.0625141986460111	0.0864541213179379	0.0625142021122088	0.009396967902607	-3.82623802096336	0.000130116484564557	0.0430541760556877
chr1:57579000	chr1	57579000	10	-0.113685109296434	0.0713031372401037	0.818526193451412	0.717398972320362	-5.0419083274181	0.000000460912095916452	0.000663050716459831
chr1:58142000	chr1	58142000	20	0.256132920842874	0.251028458889174	0.00000000346619761090596	0	4.56307324527769	0.00000504102179993706	0.00435276838543121
chr1:58474000	chr1	58474000	6	0.394978973182204	0.0670864086892149	0.00000000346619761090596	0	14.4216535409859	0.0000000000000000000000000000000000000000000000378172480271146	0.000000000000000000000000000000000000000000796607498839159
chr1:58519000	chr1	58519000	17	-0.166799051362609	0.156556129837035	0.636238545716544	0.813888394013418	-4.39286604578656	0.0000111866059040924	0.00784539550724814
chr1:60409000	chr1	60409000	8	-0.2410185293145	0.160932443544646	0.599794854595669	0.849227508602509	-4.2359597037402	0.0000227577590736332	0.0130889958635779
chr1:60560000	chr1	60560000	6	-0.21103410848298	0.126255036141628	0.552437611657648	0.867186886248753	-4.09429912583117	0.0000423447344829634	0.0201910656258944
chr1:60750000	chr1	60750000	24	0.100482052861499	0.122306153887477	0.00835926683480249	0.00130208333333333	4.02481396062021	0.0000570203749981659	0.024912011768782
chr1:62342000	chr1	62342000	8	0.274893847835988	0.112305639963249	0.00000000346619761090596	0	6.92322501256033	0.00000000000441475681414251	0.0000000229415852328441
chr1:62849000	chr1	62849000	12	-0.179567466059425	0.156080175609104	0.395157641312921	0.851559847528097	-3.98538729710635	0.000067370148590376	0.0278455648389376
chr1:62874000	chr1	62874000	6	0.0672768396800891	0.0412028442872838	0.403375832367469	0.904168462256698	3.99957652375242	0.0000634559275609553	0.0267909608895425
chr1:63126000	chr1	63126000	9	0.208635727446847	0.0947316566344077	0.476120349313395	0.873275805774079	6.60715968217539	0.0000000000391763412000421	0.000000178170868730845
chr1:63489000	chr1	63489000	11	0.120585544784334	0.103145534328381	0.449665072070966	0.889636338320549	3.87740496759624	0.000105576545117657	0.0374895574136772
chr1:63509000	chr1	63509000	14	-0.196037011295538	0.184046120249007	0.414155464119046	0.906432314867281	-3.98543218625113	0.000067357412820957	0.0278455648389376
chr1:63599000	chr1	63599000	12	0.207871354754302	0.190381905293248	0.15286033144293	0.972701284766283	3.7823315962517	0.000155366201885955	0.0480207918170549
chr1:63600000	chr1	63600000	6	-0.0747140117327026	0.0453348340824755	0.714213842146922	0.740623412405444	-4.03687824352668	0.0000541671626329823	0.0240665621665843
chr1:63601000	chr1	63601000	7	-0.184974464447454	0.0975196193280433	0.927578615388064	0.649104919745676	-5.0184407527172	0.000000520925534658523	0.000730671462686589
chr1:64304000	chr1	64304000	6	-0.154666739015268	0.0908546720844608	0.765454598027905	0.729224247974248	-4.16989662805045	0.0000304737831536867	0.0160767059738529
