win_id	chr	win_start	n_cpgs	mean_delta	sd_delta	mean_ctrl_entropy	mean_ctrl_beta	z_score	p_value	fdr	region	nearest_gene
chr1:63126000	chr1	63126000	9	0.208635727446847	0.0947316566344077	0.476120349313395	0.873275805774079	6.60715968217539	0.0000000000391763412000421	0.000000178170868730845	Intron	LOC_00006432
chr1:63489000	chr1	63489000	11	0.120585544784334	0.103145534328381	0.449665072070966	0.889636338320549	3.87740496759624	0.000105576545117657	0.0374895574136772	Intron	LOC_00006443
chr1:63599000	chr1	63599000	12	0.207871354754302	0.190381905293248	0.15286033144293	0.972701284766283	3.7823315962517	0.000155366201885955	0.0480207918170549	Exon	LOC_00006444
chr1:65288000	chr1	65288000	9	0.237662839257947	0.150168688027063	0.40161664641178	0.915770551385721	4.7479173397676	0.00000205521994500281	0.00213038717640084	Intron	LOC_00006464
chr1:66129000	chr1	66129000	37	0.0869755617233393	0.126677787560124	0.0159090586465864	0.0025380218928606	4.17635718220347	0.0000296214574238202	0.0157752113895008	Intergenic	LOC_00006470
chr1:66533000	chr1	66533000	42	0.123334906166429	0.204105879094825	0.108325871894031	0.980602072853842	3.91611231127617	0.0000899883389832061	0.0336698568037563	Intron	LOC_00006473
chr1:66638000	chr1	66638000	19	0.144569872561439	0.150437828759464	0.275286221961427	0.945004526590204	4.18887636156621	0.0000280339074596589	0.0152253158155941	Intron	LOC_00006474
chr1:67951000	chr1	67951000	6	0.188402793953431	0.114115203970513	0.578856600695849	0.82639911014911	4.04407734678253	0.0000525295768320367	0.0235096938060852	Intergenic	LOC_00006488
chr1:68417000	chr1	68417000	35	0.0760936296064404	0.111568028815763	0.00000000346619761090596	0	4.03499092451231	0.000054604408124251	0.0241788688122887	Intron	LOC_00006498
chr1:68483000	chr1	68483000	26	0.217073081522384	0.246213956067529	0.311921728352014	0.902845541532742	4.49552046617039	0.00000693999822824575	0.0055422272787538	Intron	LOC_00006500
chr1:68694000	chr1	68694000	5	0.279284423262963	0.101931802361298	0.0688451935505534	0.989736842105263	6.12663507370614	0.000000000897570117208247	0.00000303378956799802	Exon	LOC_00006508
chr1:69581000	chr1	69581000	11	0.107460261684257	0.0716940274239595	0.413530752946131	0.878550399491595	4.97120026152944	0.000000665396744977625	0.000888919562522369	Intron	LOC_00006526
chr1:70032000	chr1	70032000	28	0.139764140906024	0.161118551879388	0.0718861309486076	0.011009205188751	4.590174808904	0.00000442874944958081	0.00398797393470531	Intron	LOC_00006528
chr1:70716000	chr1	70716000	12	0.177261580193824	0.159215676140988	0.00000000346619761090596	0	3.85673158029705	0.000114913228782037	0.0398027502706304	Intergenic	LOC_00006536
chr1:73918000	chr1	73918000	6	0.152460718648677	0.0990623626491633	0.467404734319525	0.894735891185227	3.76985725476679	0.000163340943026875	0.049557717735161	Intron	LOC_00006582
chr1:74800000	chr1	74800000	5	0.088423634409819	0.0511209567898102	0.821845452864259	0.609480073702042	3.8677143342778	0.000109860254657756	0.0386778490385866	Intron	LOC_00006598
chr1:74963000	chr1	74963000	25	0.157438962925738	0.203107284334947	0.0331053512131925	0.00666666666666667	3.87575865241011	0.000106293001303191	0.0376951575077856	Intergenic	LOC_00006598
chr1:75287000	chr1	75287000	23	0.140080088738865	0.148329626554528	0.450471160362883	0.893248174587221	4.52910535115067	0.00000592339606896561	0.00492067774244315	Intron	LOC_00006599
chr1:75346000	chr1	75346000	39	0.0580481924909218	0.0911077054569973	0.0179412163803809	0.00269017474899828	3.97892630593749	0.0000692271928396542	0.0283433091128286	Intron	LOC_00006599
chr1:77767000	chr1	77767000	35	0.103491206901652	0.138113523793276	0.00671981427628458	0.0010989010989011	4.43303610004084	0.00000929153011587583	0.00685832587658481	Intron	LOC_00006631
chr1:78617000	chr1	78617000	14	0.16770304887454	0.156866876793601	0.389091983419764	0.908213653801673	4.00012650491893	0.0000633086318681692	0.0267622220361223	Exon	LOC_00006645
chr1:80027000	chr1	80027000	19	0.162923323137002	0.143742848589259	0.372923356739601	0.91254345622006	4.94053309830595	0.000000779092657824223	0.000991406753090904	Intergenic	LOC_00006663
chr1:80279000	chr1	80279000	7	0.206879098753777	0.130405807909041	0.128384842346387	0.978577542127962	4.19728734123138	0.0000270131111145689	0.0147797927393687	Intron	LOC_00006669
chr1:80360000	chr1	80360000	24	0.092264130174842	0.0947205861628493	0.00702754213413397	0.00104166666666667	4.77193078390657	0.0000018246821561177	0.00193480896074794	Intron	LOC_00006671
chr1:81177000	chr1	81177000	9	0.0972501404393572	0.0605117959313283	0.75090501769856	0.633611395612885	4.82138096924382	0.00000142567782282179	0.00158956474388928	Intron	LOC_00006680
chr1:81263000	chr1	81263000	22	0.243991678030009	0.263195582943404	0.638514973841429	0.193419218130466	4.34818243945913	0.0000137270396628739	0.00904115257071966	Exon	LOC_00006687
chr1:81715000	chr1	81715000	6	0.192858455269932	0.0443564825877223	0.536435316637595	0.867410279170148	10.6501864086821	0.0000000000000000000000000174016245734623	0.000000000000000000000207346684656284	Intron	LOC_00006695
chr1:82185000	chr1	82185000	17	0.126808153821044	0.119058293187596	0.00000000346619761090596	0	4.39149091084238	0.0000112576042529581	0.00788581139339588	Intron	LOC_00006699
chr1:82364000	chr1	82364000	24	0.0784476534483632	0.0831426311112534	0.00000000346619761090596	0	4.62233922354585	0.00000379436867286441	0.00352990297180835	Intron	LOC_00006703
chr1:85350000	chr1	85350000	8	0.202073589436098	0.147531989939668	0.619469802120432	0.825350344100344	3.87407789856029	0.000107029175997539	0.037879947080526	Intergenic	LOC_00006730
chr1:85536000	chr1	85536000	16	0.152364958288472	0.153695181446189	0.00000000346619761090596	0	3.96538022480079	0.000073279042241338	0.0293419881492768	Intergenic	LOC_00006732
chr1:86983000	chr1	86983000	12	0.164264005999888	0.150436093636821	0.00000000346619761090596	0	3.78251784353656	0.000155249960278958	0.0480168100142174	Intergenic	LOC_00006748
chr1:88273000	chr1	88273000	8	0.156786346332426	0.114021937085581	0.536904354260394	0.445205733808675	3.88924066799214	0.000100558359308943	0.0363505710670333	Intergenic	LOC_00006760
chr1:90241000	chr1	90241000	16	0.142694008894285	0.0996230407204702	0.273353725110282	0.941611866049303	5.72935770128385	0.0000000100811615102272	0.000025703968595034	Intron	LOC_00006781
chr1:91152000	chr1	91152000	6	0.260899466777178	0.15415456339837	0.28618389362204	0.90501443001443	4.14564806697803	0.0000338853945919989	0.0173639978514371	Exon	LOC_00006794
chr1:91157000	chr1	91157000	13	0.170938605377203	0.151537685113718	0.451196029402306	0.893019512076133	4.06715930879703	0.0000475897105519531	0.0218605225665909	Exon	LOC_00006796
chr1:91954000	chr1	91954000	39	0.147646905631192	0.231265290023869	0.564187867989834	0.808937911678018	3.98699964893712	0.0000669141245658158	0.0277445717168549	Intron	LOC_00006811
chr1:93781000	chr1	93781000	22	0.0934662203852994	0.113395316368296	0.0306627364799082	0.00568181818181818	3.86608060321006	0.000110598398812988	0.0388864959183833	Intron	LOC_00006831
chr1:94531000	chr1	94531000	5	0.175165658684988	0.0770988543932843	0.196708587882926	0.96713768115942	5.08026122081103	0.000000376916222178224	0.000561386730962246	Intron	LOC_00006841
chr1:94556000	chr1	94556000	16	0.148238374205579	0.15409997123206	0.258525141909553	0.947419524242125	3.84784949719026	0.000119159215929883	0.0408019487530987	Intron	LOC_00006843
chr1:95657000	chr1	95657000	20	0.209983618858635	0.230782385399037	0.0117596723838498	0.00192307692307692	4.06909431252697	0.0000471962412659304	0.0217368691786244	Intergenic	LOC_00006858
chr1:97126000	chr1	97126000	9	0.254887090158176	0.200900365145794	0.00000000346619761090596	0	3.80617163099536	0.000141134460436475	0.0452528492484981	Intron	LOC_00006896
chr1:98435000	chr1	98435000	35	0.127426239776522	0.174328161799618	0.573014530894063	0.837601407994266	4.32439482637816	0.0000152951151513654	0.0097950266177898	Exon	LOC_00006910
chr1:98763000	chr1	98763000	5	0.189452150890743	0.0818579965098032	0.160659715570035	0.971167108753316	5.17515583006623	0.000000227720839252477	0.000367328803998375	Intron	LOC_00006915
chr1:98777000	chr1	98777000	7	0.250386203104476	0.112410131494822	0.36386793647256	0.922033502952756	5.89323770310392	0.00000000378701025070431	0.0000108691893405014	Intron	LOC_00006915
chr1:99688000	chr1	99688000	16	0.112771398131705	0.114875804075306	0.321054152068616	0.935777585803462	3.92672413619072	0.000086110647955031	0.0326302372795893	Intron	LOC_00006925
chr1:101605000	chr1	101605000	7	0.435871078223941	0.0672736232626405	0.00000000346619761090596	0	17.1420301261898	0.00000000000000000000000000000000000000000000000000000000000000000720891448823386	0.000000000000000000000000000000000000000000000000000000000000212594672938123	Intron	LOC_00006947
chr1:101855000	chr1	101855000	7	0.269484136996822	0.171120098787203	0.249759823506502	0.950519320494532	4.16659418632695	0.0000309184182199625	0.0162701421793128	Intron	LOC_00006952
chr1:101914000	chr1	101914000	6	0.257159988999094	0.138787521091222	0.151955102541077	0.972110603607771	4.53866997807022	0.00000566101532587528	0.00473942694089732	Exon	LOC_00006955
chr1:102488000	chr1	102488000	9	0.117907392701754	0.0778252351937982	0.41243488973537	0.876068576303985	4.54508331679864	0.00000549135283736547	0.00463355874489692	Intron	LOC_00006965
chr1:105411000	chr1	105411000	9	0.20725079681332	0.135422053360085	0.379201216745886	0.915545846921606	4.59121963530364	0.00000440663302839286	0.00397641573055658	Intron	LOC_00006990
chr1:105424000	chr1	105424000	7	0.117593179803329	0.0645562026556667	0.583518356954013	0.849127674281883	4.81940227024183	0.00000143988965270315	0.00159936353296736	Exon	LOC_00006990
chr1:106788000	chr1	106788000	9	0.255113392949029	0.134318336716386	0.216447434249691	0.961676204520938	5.69795753548607	0.0000000121251240899004	0.0000303674118982005	Intron	LOC_00007013
chr1:112682000	chr1	112682000	24	0.0995993027147267	0.119574069673359	0.00676359416241408	0.000992063492063492	4.08060829667379	0.0000449179952573626	0.0210553399791148	Intergenic	LOC_00007063
chr1:112926000	chr1	112926000	19	0.0871376289079258	0.0909306909032481	0.00944246518416101	0.00119617224880383	4.17707283224689	0.0000295284498031229	0.0157525494435644	Intergenic	LOC_00007066
chr1:113153000	chr1	113153000	7	0.114470272735417	0.0611481509318107	0.671383770205779	0.798521630874572	4.95288687478685	0.000000731204875594681	0.000944736721307638	Intron	LOC_00007071
chr1:113157000	chr1	113157000	14	0.310042982657049	0.231005516150176	0.272443317516865	0.940185464598058	5.02184811691689	0.000000511766462596455	0.000719535716775319	Intron	LOC_00007071
chr1:116346000	chr1	116346000	9	0.386758429101605	0.118091726753414	0.29041981965316	0.0579123165496388	9.82520384114263	0.0000000000000000000000876964331687175	0.000000000000000000923647805276033	Intron	LOC_00007110
chr1:116726000	chr1	116726000	12	0.0673809800261916	0.0595799605323765	0.539292038064111	0.847722947379943	3.91766895534371	0.0000894093770081363	0.033507127540044	Intron	LOC_00007120
chr1:116739000	chr1	116739000	17	0.254121148026593	0.0849771135639123	0.015692061368364	0.00267379679144385	12.3300061754725	0.0000000000000000000000000000000000624419393308641	0.00000000000000000000000000000100901127281388	Intergenic	LOC_00007121
chr1:118548000	chr1	118548000	5	0.133912850513162	0.0760967041679684	0.565362485179246	0.854769968593498	3.93496985292882	0.0000832071398364217	0.0318421284552577	Intergenic	LOC_00007144
chr1:119999000	chr1	119999000	5	0.189032555096996	0.105343286096562	0.346621728943071	0.928963675213675	4.0124972252138	0.0000600797854529036	0.0258021022448331	Intron	LOC_00007157
chr1:121816000	chr1	121816000	14	0.151499389277214	0.149615883697016	0.00000000346619761090596	0	3.78876089205048	0.000151400544191726	0.0472599262609125	Intergenic	LOC_00007175
chr1:121846000	chr1	121846000	16	0.147818328914349	0.149050024362737	0.193805897729674	0.963261092083049	3.96694544791511	0.0000727996470623321	0.0292194598391682	Exon	LOC_00007175
chr1:122026000	chr1	122026000	25	0.109804050148197	0.14494244594091	0.00000000346619761090596	0	3.78785004749271	0.000151956510377964	0.0473457714549826	Intron	LOC_00007178
chr1:122653000	chr1	122653000	5	0.158660042777509	0.0887828681621458	0.00000000346619761090596	0	3.99598084976939	0.0000644269421700685	0.0270460405514585	Intergenic	LOC_00007179
chr1:123289000	chr1	123289000	11	0.254759739478758	0.19210259298222	0.0289833885706248	0.0042306178669815	4.39839178858941	0.0000109055978283674	0.00770327677598598	Intergenic	LOC_00007190
chr1:123399000	chr1	123399000	6	0.294835923164376	0.123289122539853	0.418421363234166	0.912890211640212	5.8577557753459	0.00000000469163906677567	0.000013177038018069	Intron	LOC_00007190
chr1:123777000	chr1	123777000	20	0.318124417432446	0.304633924181916	0.2862427676659	0.0747471861603222	4.67018126488552	0.00000300934074720961	0.0029097389684952	Intron	LOC_00007195
chr1:124105000	chr1	124105000	17	0.217352133026865	0.237538759786049	0.23724342305897	0.952450481961131	3.77271399088822	0.000161481363214414	0.0491325269941579	Intron	LOC_00007202
chr1:125945000	chr1	125945000	5	0.107597360714654	0.0463938444973912	0.412085844338104	0.898471274612248	5.18592531755071	0.000000214944938407101	0.000350212103851827	Intron	LOC_00007231
chr1:125967000	chr1	125967000	15	0.14655987191764	0.13697187380208	0.486362246767697	0.862010877717029	4.14409124591162	0.0000341163892463805	0.0174596135354467	Exon	LOC_00007232
chr1:127900000	chr1	127900000	29	0.167532426253691	0.183111057667788	0.226358232306638	0.953148478811044	4.927008436334	0.00000083498151017077	0.00104339165678936	Intergenic	LOC_00007258
chr1:127986000	chr1	127986000	13	0.0573702125416468	0.0453213226319591	0.80072058471307	0.629553583633877	4.56410428890066	0.00000501631396539165	0.00433505442942803	Intron	LOC_00007261
chr1:128734000	chr1	128734000	16	0.182645560824877	0.182910097866442	0.00000000346619761090596	0	3.99421492755948	0.0000649089645921133	0.0271613968503417	Intergenic	LOC_00007266
chr10:4108000	chr10	4108000	8	0.318646686047178	0.190322193078978	0.101490373187563	0.981150793650794	4.73549046196793	0.0000021852598268137	0.00225100778113703	Intron	LOC_00016936
chr10:4549000	chr10	4549000	32	0.107016476306139	0.14191202965549	0.0204079825205972	0.00330172544846458	4.26585829423842	0.0000199135150554473	0.011978786610516	Intergenic	LOC_00016938
chr10:4626000	chr10	4626000	11	0.461928619208688	0.222027145721107	0.0443564451576674	0.0065409736462368	6.90025494345006	0.00000000000519092951091848	0.0000000268567081605227	Intergenic	LOC_00016939
chr10:6918000	chr10	6918000	5	0.160828061228558	0.0895009372652509	0.125065802596168	0.0182186234817814	4.01808616294992	0.0000586727441205868	0.0253615247681461	Intergenic	XLOC_014951U_lncRNA
chr10:9519000	chr10	9519000	22	0.119926901099019	0.137191330207197	0.743565800147264	0.666567594172573	4.10016453730777	0.000041285649985289	0.0198943708011832	Intergenic	LOC_00016963
chr10:9840000	chr10	9840000	21	0.225098104139121	0.247296429945556	0.0480585573083969	0.00896722325293754	4.17122520222258	0.0000302966259395651	0.01601423341615	Intron	LOC_00016971
chr10:11315000	chr10	11315000	16	0.280799328309838	0.288380413811175	0.0256724035127194	0.00404858299595142	3.89484604171072	0.0000982611215181848	0.0358258413726376	Intergenic	LOC_00016993
chr10:11679000	chr10	11679000	30	0.117982483921225	0.152992421778178	0.228943928571984	0.956113500842988	4.22384763134475	0.0000240166452379233	0.0136204514770213	Intron	LOC_00016999
chr10:11818000	chr10	11818000	25	0.0880906462914324	0.0867607016449532	0.00000000346619761090596	0	5.07664441511329	0.000000384158837965568	0.000571452500125827	Intron	LOC_00017000
chr10:11879000	chr10	11879000	45	0.085804430558779	0.147976719335301	0.0496819066935342	0.00944240944240944	3.88975793682808	0.000100344263332266	0.036287001917925	Intron	LOC_00017002
chr10:12871000	chr10	12871000	12	0.0972959449163293	0.0844064911486539	0.713799648918674	0.776285457443674	3.9930938408211	0.0000652167432357198	0.0272515196147584	Intergenic	LOC_00017017
chr10:13099000	chr10	13099000	25	0.123553052377362	0.135597660666607	0.121054503753422	0.0208282417989688	4.5558696134567	0.00000521692915285337	0.00446913521003489	Intron	LOC_00017025
chr10:13723000	chr10	13723000	25	0.193902364466858	0.231161475441271	0.117065025484543	0.977644644828855	4.19408909068243	0.000027397029670416	0.0149261337970085	Intron	LOC_00017044
chr10:13991000	chr10	13991000	6	0.123764891052124	0.0619584055496607	0.471533235791078	0.881512415967064	4.89297341433142	0.000000993238278608581	0.00119190715305242	Intron	LOC_00017054
chr10:14385000	chr10	14385000	12	0.163979308449566	0.141242034106818	0.266268972103613	0.928926087641424	4.02175592302583	0.0000577658992484134	0.0250993122847902	Exon	LOC_00017059
chr10:14890000	chr10	14890000	16	0.149343794546737	0.136422634900178	0.00000000346619761090596	0	4.37885676833653	0.0000119303507050462	0.00821032409736372	Intergenic	LOC_00017062
chr10:16880000	chr10	16880000	12	0.227694190074435	0.154027690894661	0.00000000346619761090596	0	5.12087019556608	0.00000030412894482073	0.000468963254925979	Intron	LOC_00017098
chr10:17467000	chr10	17467000	8	0.28224636880024	0.170543875780486	0.115396085701308	0.0315178571428571	4.68098477135149	0.0000028550014931556	0.00278793022877293	Intron	LOC_00017101
