chr	pos	mu1	mu2	diff	diff.se	stat	phi1	phi2	pval	fdr	postprob.overThreshold	annotation	direction	nearest_gene	dist_to_gene
chr15	50026680	0.138247228598871	0.825670572057352	-0.687423343458481	0.124099874428607	-5.53927509293286	0.0397993407203084	0.0332682219782445	0.0000000303726226971668	0.00055222950358485	0.999998896556788	Intron	Hypo	LOC_00012228	0
chr27	20336397	0.208862521023287	0.857690510865497	-0.648827989842209	0.124086906963895	-5.22881910523401	0.0407079187035069	0.0412369173243185	0.00000017059618069383	0.00262455662605892	0.999995132283471	Intron	Hypo	LOC_00025026	0
chr20	48893826	0.0210827681069531	0.657486694441555	-0.636403926334602	0.121548970723636	-5.23578210943131	0.0497529350863012	0.0498226280172451	0.000000164287675927788	0.00262455662605892	0.999994904898902	Intron	Hypo	LOC_00014886	0
chr12	12537255	0.648841571596065	0.0147308234635961	0.634110748132469	0.123308183953125	5.14248712294328	0.0528472538100028	0.0505626007792934	0.000000271125030696374	0.00338906288370468	0.999992596833327	Intron	Hyper	LOC_00025359	0
chr23	21932253	0.623660247648259	0.0189425042552556	0.604717743393003	0.116655366584496	5.1837970347896	0.0310134730009882	0.0492202163862112	0.000000217413527626633	0.00310590753752332	0.99999242834492	TE	Hyper	LOC_00011409	1169
chr13	22253543	0.202696237906692	0.803634195772411	-0.600937957865719	0.116233882466237	-5.17007558480442	0.0303410318428602	0.0291028027282409	0.000000233999331189498	0.00311999108252664	0.999991828534237	Intron	Hypo	LOC_00010207	0
chr3	50953569	0.746278782551709	0.0819237333876205	0.664355049164088	0.132901496458624	4.99885303677465	0.0772193718772576	0.0311141784803617	0.000000576723366028387	0.00599996977066259	0.999989143573081	Intron	Hyper	LOC_00018763	0
chr16	13885517	0.106459448795448	0.691329302322816	-0.584869853527368	0.115443730544644	-5.06627645146297	0.0530411279870045	0.027774582129727	0.000000405672648749005	0.00450747387498894	0.999986658900466	Intergenic	Hypo	LOC_00004950	4068
chr8	51427012	0.0984721990410069	0.646837545312283	-0.548365346271277	0.107628423445474	-5.09498633090249	0.029310075445537	0.0279063346956523	0.00000034876641876436	0.00410313433840424	0.999984492053277	Intron	Hypo	LOC_00024546	0
chr3	12576088	0.707393792356212	0.0927795838583369	0.614614208497876	0.123551176274556	4.97457189021071	0.03488811620736	0.0371947706280227	0.000000653919935879588	0.00622780891313893	0.999984449026256	Intergenic	Hyper	LOC_00018290	1540
chr12	11114591	0.703682973008584	0.147871401471139	0.555811571537445	0.111357900809698	4.99121811291401	0.0300400811248282	0.0272905264417977	0.000000599996977066259	0.00599996977066259	0.99997873008191	Exon	Hyper	LOC_00025333	0
chr8	35117412	0.584367621106998	0.0165969793800003	0.567770641726998	0.115016583232722	4.93642417266199	0.0409212209866825	0.0499231712098812	0.000000795679531425978	0.00723345028569071	0.999976190479683	Exon	Hyper	LOC_00024325	0
chr21	48257950	0.652829446405146	0.0161188285481493	0.636710617856997	0.133748852397017	4.76049406365746	0.077996490441085	0.050084975444373	0.00000193119615015379	0.0154495692012303	0.999970019818836	Exon	Hyper	LOC_00013019	0
chr30	21748096	0.238999983574059	0.874663570810626	-0.635663587236567	0.134516955745814	-4.72552760142544	0.0595304874302159	0.0520066548250772	0.00000229518655106623	0.0172524641085679	0.999965871990897	TE	Hypo	XLOC_034041U_lncRNA	674
chr26	39639009	0.764543266018243	0.0891335072747977	0.675409758743445	0.145418311234262	4.6445991086734	0.0716755489430541	0.0428339543466264	0.00000340737447898457	0.0227158298598971	0.999962088564183	Intergenic	Hyper	LOC_00018126	87276
chr22	24288782	0.755784150369698	0.0600012743298795	0.695782876039819	0.15093503754376	4.60981682823707	0.116256819672718	0.0462841671480751	0.00000403023904535429	0.0260015422280922	0.99996054531815	Intron	Hyper	LOC_00008584	0
chr3	56246793	0.42509648069187	0.986392071158024	-0.561295590466154	0.117175331033261	-4.79021979726115	0.0465640563394048	0.0498710825317168	0.00000166598719511727	0.0138832266259773	0.999958720267716	Exon	Hypo	LOC_00018860	0
chr17	36378427	0.559511407131844	0.0169052314941523	0.542606175637692	0.112521857652268	4.82222909360894	0.0388858918441535	0.0498417767325476	0.00000141962763089681	0.0123445880947549	0.999958148940913	TE	Hyper	LOC_00019881	997
chr28	410792	0.747330320330477	0.0262352207357283	0.721095099594748	0.159662345333533	4.51637546779353	0.117649485149268	0.0477612533804487	0.00000629070835713946	0.0359469048979398	0.99995002439338	Intron	Hyper	LOC_00020153	0
chr12	7839977	0.644795226228425	0.0215172609115511	0.623277965316874	0.135590003794319	4.5967840392006	0.0423371293265317	0.0488418067657316	0.00000429061929623437	0.0268163706014648	0.999943184035147	TE	Hyper	LOC_00025282	2114
chr16	46916139	0.256396070386648	0.800105742239399	-0.543709671852752	0.115130579697239	-4.7225478520351	0.0295511094473113	0.0296712411881298	0.00000232908265465666	0.0172524641085679	0.999941902094267	TE	Hypo	LOC_00005424	1399
chr1	100522409	0.756707705613277	0.0878009614293232	0.668906744183953	0.150352393932757	4.44892646327342	0.101828243618812	0.0426984491689384	0.00000863005547987024	0.0431502773993512	0.999922938630767	Intron	Hyper	LOC_00006935	0
chr8	52562715	0.24791931248344	0.852519902373011	-0.60460058988957	0.13342153819941	-4.53150666713154	0.033316613164558	0.0326036905379345	0.00000585644884946111	0.0344496991144771	0.999922278334183	TE	Hypo	LOC_00024561	15489
chr17	16108106	0.565109107962999	0.0423344760683206	0.522774631894679	0.11191194199792	4.67130337086273	0.0374079025658902	0.0258988756219279	0.00000299294518577642	0.021378179898403	0.99992088530281	Intron	Hyper	LOC_00019668	0
chr4	1659384	0.41601209027043	0.942971444693324	-0.526959354422893	0.113100427017837	-4.6592163117102	0.0328492606840394	0.0422069222887637	0.00000317415513486786	0.0218907250680542	0.999920025877106	Exon	Hypo	LOC_00003253	0
chr21	32199064	0.231848840163842	0.843489380975756	-0.611640540811914	0.136266377527295	-4.48856535200255	0.0802871473012286	0.0277006898488046	0.00000717044279732524	0.0398357933184735	0.999913316671131	TE	Hypo	LOC_00012798	675
chr19	5345599	0.166728524769921	0.79845663468416	-0.631728109914239	0.143863547625837	-4.39116176640694	0.106044936339454	0.0330248262864688	0.0000112746617048718	0.053688865261294	0.999890696388992	Promoter	Hypo	LOC_00021321	0
chr7	30375382	0.654191842436739	0.0587802456900086	0.59541159674673	0.134968282907835	4.41149271457589	0.0781231061023511	0.0424330587915949	0.0000102660409199915	0.0500782483902024	0.999879127233216	Intron	Hyper	LOC_00002705	0
chr7	35740770	0.18438223327216	0.743721003582711	-0.559338770310551	0.125240967577051	-4.46610067880891	0.0331442625506454	0.0293088042908957	0.00000796581341696352	0.0430584509025055	0.999877670456514	Intron	Hypo	LOC_00002752	0
chr6	70371539	0.529089715664666	0.0190002949687466	0.51008942069592	0.111904497308726	4.55825666495481	0.0301928253052499	0.0492330353659759	0.00000515799795693803	0.0312605936784123	0.999876180362548	Intergenic	Hyper	LOC_00008159	32002
chr20	795602	0.793913500490166	0.190835335441193	0.603078165048973	0.1402202346752	4.3009353567687	0.0758618130025031	0.0409742238870132	0.0000170078674149167	0.0739472496300724	0.999833508241224	TE	Hyper	LOC_00014310	610
chr14	10731879	0.357795367021637	0.983052186700666	-0.625256819679028	0.147162922838476	-4.24873879656021	0.0754094187678383	0.0490454600158874	0.0000214977404993554	0.0877458795892056	0.999821391869667	Intergenic	Hypo	LOC_00009090	3082
chr1	40454750	0.551200086241944	0.0141885179055217	0.537011568336422	0.12296339717622	4.36724733269059	0.0442875933345597	0.0507057612996439	0.000012582221938542	0.0585219625048467	0.999810399015467	Promoter	Hyper	LOC_00006164	1125
chr1	48333328	0.320843420313924	0.885986675017002	-0.565143254703078	0.131060796217225	-4.31206944421724	0.0441209331258775	0.0302965239202558	0.0000161733615968735	0.0718816070972157	0.9998068926859	TE	Hypo	LOC_00006261	21880
chr10	11872215	0.187755378846503	0.766210380271921	-0.578455001425418	0.134873823576888	-4.28886040363241	0.0579784974660053	0.0361364806375767	0.0000179592198696015	0.0748300827900062	0.999805737864189	Intron	Hypo	LOC_00017002	0
chr1	15440256	0.421297813473526	0.911458822100792	-0.490161008627266	0.110042755558018	-4.45427784992933	0.0288674067235847	0.0267484236342491	0.00000841760339227863	0.0431502773993512	0.999804136279014	Intron	Hypo	LOC_00005791	0
chr21	2353208	0.486394978524597	0.0139178712321854	0.472477107292411	0.105959493745618	4.45903515192993	0.0330192278052231	0.0508230771787334	0.00000823294194956009	0.0431502773993512	0.999780386105334	Intron	Hyper	LOC_00012395	0
chr21	37738799	0.113121634592108	0.664297601370169	-0.551175966778061	0.128470581568165	-4.29028934134322	0.062534205160174	0.0381703226651336	0.0000178440479804151	0.0748300827900062	0.999777743463302	Intron	Hypo	LOC_00012885	0
chr23	21931908	0.143878051917161	0.71911297750379	-0.57523492558663	0.137336279233385	-4.18851398041077	0.0801428512699531	0.0347967488149194	0.0000280787015837705	0.103995191051002	0.999730727633974	TE	Hypo	LOC_00011409	824
chr17	19011564	0.830992905096883	0.258384116640669	0.572608788456214	0.136639138560542	4.19066450863566	0.0559301989034316	0.0368748750565213	0.0000278138666146275	0.103995191051002	0.999729143212159	TE	Hyper	LOC_00019694	2636
chr5	53170393	0.400589200765318	0.921022230624475	-0.520433029859157	0.122782337741788	-4.23866363380075	0.0435050026796571	0.0304286941345838	0.0000224854260759067	0.0899417043036269	0.999691927378732	Intron	Hypo	LOC_00015794	0
chr18	28211350	0.488911859325477	0.014316703982559	0.474595155342918	0.109709442093441	4.32592807225015	0.0330581039166197	0.0506631906812848	0.0000151890983980644	0.069041356354838	0.999680502752161	Promoter	Hyper	LOC_00021016	551
chr12	58375164	0.303664198731305	0.8655817959496	-0.561917597218295	0.136110915221537	-4.12838012516267	0.0499669806184891	0.0293868970103624	0.0000365327813466333	0.130474219095119	0.999655783303299	Intron	Hypo	LOC_00026021	0
chr22	974359	0.230752430805928	0.852933772047116	-0.622181341241188	0.153942938278042	-4.04163612959915	0.101489180911722	0.0354628574685612	0.000053079552739922	0.160847129514915	0.999654492355813	Intron	Hypo	LOC_00008319	0
chr4	24399559	0.603810636145738	0.0717192898736919	0.532091346272046	0.128000037448689	4.15696242655666	0.0630166370957062	0.0252286489525743	0.0000322507007008883	0.117275275275957	0.99963227036254	Intron	Hyper	LOC_00003633	0
chr3	70426013	0.298096291801378	0.884031148147152	-0.585934856345774	0.144414683891956	-4.05730802820675	0.0733699990526247	0.031952352061976	0.000049641591434302	0.155129973232194	0.999618102528912	TE	Hypo	LOC_00018957	2779
chr27	17018200	0.195740329473071	0.790237010181506	-0.594496680708436	0.14706466920771	-4.04241674027624	0.120778794005109	0.029496188566793	0.0000529031001905591	0.160847129514915	0.99961488615454	TE	Hypo	LOC_00024983	6169
chr3	42790323	0.0944282051089422	0.577118164492785	-0.482689959383842	0.114731646275682	-4.207121357119	0.0525436705779045	0.0290073528518583	0.0000258644261959716	0.101429122337144	0.999574493296903	TE	Hypo	LOC_00018624	36894
chr15	61496526	0.568595124459467	0.022417300379137	0.54617782408033	0.134024157594473	4.07521922825988	0.0466300718984165	0.0487734002350727	0.0000459710182265898	0.148293607182548	0.99956505402962	Intron	Hyper	LOC_00012384	0
chr5	17138234	0.841319198693085	0.340062525494812	0.501256673198273	0.122484194512014	4.09241923168385	0.0470290192223329	0.0327798558277785	0.0000426895957848946	0.144710494186083	0.999473991694305	TE	Hyper	LOC_00015125	3348
chr14	53833778	0.488823657577518	0.983506377769494	-0.494682720191976	0.120747313190706	-4.09684246481479	0.0348621211430839	0.0489549926057082	0.0000418823710814791	0.14442196924648	0.999460144214047	Intron	Hypo	LOC_00009731	0
chr9	39518172	0.555653830278402	0.0553848580933095	0.500268972185092	0.122491851886119	4.08409999915906	0.0306535224134887	0.0387729931982598	0.000044247974358441	0.146599984902847	0.999458388578511	TE	Hyper	LOC_00000519	19558
chr18	3887735	0.614757761062621	0.0610774353754304	0.55368032568719	0.139435575852636	3.97086842652232	0.0412073961645703	0.0389140364359932	0.000071611121563862	0.204603204468177	0.999431799232577	TE	Hyper	LOC_00020701	6062
chr2	59218802	0.18398025849272	0.741498052268477	-0.557517793775756	0.140687658495581	-3.96280526477927	0.0335046653440345	0.0330653397982599	0.0000740742008750801	0.2078289485111	0.99942852161978	Intron	Hypo	LOC_00013918	0
chr1	117964878	0.935334399570838	0.498154253369057	0.437180146201781	0.104269257542926	4.19280003045768	0.0473746361460281	0.0271889965394011	0.0000275532309075019	0.103995191051002	0.999389235600414	Exon	Hyper	LOC_00007135	0
chr12	13213865	0.269568597948807	0.805166967051599	-0.535598369102793	0.136835187442615	-3.9141859569375	0.0456509641554095	0.0305100029930072	0.0000907097105274616	0.23977383378729	0.999273867712563	Intron	Hypo	LOC_00025366	0
chr10	52899177	0.378907380995226	0.836923216768264	-0.458015835773039	0.112516776815029	-4.07064482949052	0.0359794095820134	0.0253488077861649	0.0000468831827884653	0.148835500915763	0.999268762815762	Intron	Hypo	LOC_00017545	0
chr1	90401641	0.203432353978969	0.746049102243747	-0.542616748264778	0.139712205336964	-3.88381778783087	0.0337405312841681	0.0438510336799676	0.000102828980755818	0.260326533559034	0.999234819411586	Intron	Hypo	LOC_00006785	0
chr29	22483634	0.459294466678251	0.0162296082340318	0.443064858444219	0.10854986131993	4.08167134491652	0.0365426180202651	0.0500944186915426	0.0000447129953953682	0.146599984902847	0.999212615539376	Intron	Hyper	LOC_00019363	0
chr1	9265391	0.44748993693175	0.0141036662633446	0.433386270668406	0.105556310267113	4.10573531389747	0.0367201707857287	0.0507636955665454	0.000040303076532841	0.141414303624003	0.99920695706622	TE	Hyper	LOC_00005703	708
chr24	38383931	0.488823657577518	0.977303687815763	-0.488480030238245	0.123340497808872	-3.96041883173839	0.0348621211430839	0.0475481465815137	0.000074818421463996	0.2078289485111	0.999183599212715	TE	Hypo	LOC_00016875	8944
chr25	20878814	0.264992009815535	0.882824556418506	-0.617832546602971	0.164782016420476	-3.74939304679001	0.130259569699626	0.0306325493353492	0.000177263076008159	0.360880719342126	0.999169144602578	Intron	Hypo	LOC_00004586	0
chr16	8162608	0.228037410316727	0.760105315812301	-0.532067905495574	0.137873586727101	-3.85909961527814	0.0352147355065063	0.030840693044426	0.000113805544858882	0.274230228575619	0.999139477049315	Exon	Hypo	LOC_00004853	0
chr2	47841156	0.488924976985645	0.0187651516685767	0.470159825317068	0.118345348783336	3.97277823041298	0.0457033288852939	0.0493848689846179	0.0000710391829105121	0.204603204468177	0.99912010682761	Intergenic	Hyper	LOC_00013717	29639
chr8	56479479	0.34974933567145	0.858283227548215	-0.508533891876765	0.131624707399259	-3.86351393993396	0.0337125572844573	0.0326208433005573	0.00011176751199325	0.272894785994447	0.999046556190103	Promoter	Hypo	LOC_00024618	0
chr13	38869583	0.535550903099368	0.0141751853452604	0.521375717754107	0.135775876770321	3.8399731245048	0.0708193673173666	0.0507072276682534	0.000123047779901124	0.286157627677033	0.999046020893776	Intron	Hyper	LOC_00010398	0
chr7	51288302	0.557168103906215	0.0898446999502692	0.467323403955946	0.118528081362285	3.94272309637373	0.0468037863820463	0.0269309575662504	0.0000805616512478007	0.220561287258603	0.999030108779848	Intergenic	Hyper	LOC_00002973	545
chr14	33770528	0.693324371216199	0.163427155433066	0.529897215783134	0.139215109092758	3.80631972518204	0.0506020104898649	0.0377079160414924	0.00014105001890788	0.321327616486667	0.998995506024001	Intergenic	Hyper	LOC_00009449	198
chr23	19218575	0.510953598464956	0.0415194743693182	0.469434124095638	0.120021198703245	3.91126008711449	0.0400546115057685	0.0369971070055784	0.000091815832432699	0.23977383378729	0.998959329320554	Exon	Hyper	LOC_00011365	0
chr27	10176203	0.387546485540353	0.875318932901239	-0.487772447360886	0.126259502997697	-3.86325334553061	0.0319355751212841	0.0424302847897875	0.000111886862257723	0.272894785994447	0.998935736816284	TE	Hypo	LOC_00024880	848
chr18	28311811	0.0607437343139338	0.500555766146119	-0.439812031832185	0.11065019433743	-3.97479674089835	0.0408825028687689	0.0284155834564751	0.000070439387819637	0.204603204468177	0.998933989227141	Intron	Hypo	LOC_00021016	0
chr1	78456785	0.213843549894813	0.706635889492773	-0.49279233959796	0.127941674288663	-3.85169525362093	0.0434345624745279	0.0301957697768995	0.000117302945950812	0.27600693164897	0.998931824797958	Intron	Hypo	LOC_00006642	0
chr26	566018	0.493707792014072	0.958862560550684	-0.465154768536612	0.118966752009259	-3.9099560228425	0.0359948699091178	0.0352169450147108	0.0000923129260081067	0.23977383378729	0.998928514721485	TE	Hypo	LOC_00017632	4516
chr13	3503246	0.433168018225391	0.937138230323762	-0.503970212098371	0.132452329366698	-3.80491769762021	0.0542471380243142	0.0452581899937353	0.000141851348925054	0.321327616486667	0.998858081804043	Intron	Hypo	LOC_00009907	0
chr14	36178448	0.459724766267084	0.0200861426603198	0.439638623606764	0.11159391199999	3.93962910455907	0.0317764869926761	0.0490253440500326	0.0000816076762856831	0.220561287258603	0.998831534944704	Intron	Hyper	LOC_00009497	0
chr3	78221162	0.754584770212904	0.28768961748091	0.466895152731995	0.120698656362278	3.86827133626578	0.0408781703018079	0.026121786224993	0.000109609657016765	0.272894785994447	0.998817494445841	Intergenic	Hyper	LOC_00019079	36870
chr4	65238662	0.660200282228941	0.12504432412866	0.535155958100281	0.143271587691209	3.735255305844	0.0496449226463424	0.102645014726446	0.00018752484246758	0.360880719342126	0.998811024448971	Exon	Hyper	LOC_00004144	0
chr3	50934914	0.0636845546440704	0.580638556478207	-0.516954001834136	0.1380647002106	-3.7442880116756	0.0434020362609734	0.069320155585161	0.000180906042934453	0.360880719342126	0.998740021390819	Promoter	Hypo	LOC_00018762	1434
chr22	20625732	0.610802475169882	0.0870404538707056	0.523762021299177	0.140383926550989	3.73092585573847	0.0607026312470441	0.0384519960080611	0.000190777368465909	0.363385463744588	0.998734675604542	Exon	Hyper	LOC_00008507	0
chr19	43550474	0.22795879191389	0.766935222289246	-0.538976430375356	0.145508145312205	-3.70409800234149	0.0336761154090256	0.0621135186960158	0.000212144236923612	0.389255480593784	0.998728557027924	Intergenic	Hypo	LOC_00021834	20471
chr25	36316532	0.380983032700513	0.977231972422963	-0.59624893972245	0.164620531835289	-3.62195974630325	0.0933481324882945	0.0475702718431035	0.000292379625341022	0.467807400545635	0.998724707739852	Intergenic	Hypo	LOC_00004756	90974
chr15	53944671	0.150363625016976	0.585180084990054	-0.434816459973078	0.111768324442036	-3.89033710708061	0.026910524563424	0.026998869146258	0.000100105057179864	0.256679633794523	0.998631458643806	TE	Hypo	LOC_00012272	1434
chr10	45115770	0.429183668581442	0.900656750370271	-0.471473081788829	0.124567723260962	-3.78487355670073	0.0425479449963578	0.0344103610510168	0.000153786748393077	0.327205847644844	0.998570836727557	Exon	Hypo	LOC_00017390	0
chr18	8318273	0.0209652021974835	0.421381551194435	-0.400416348996952	0.100733482622416	-3.97500750071205	0.0488296889761601	0.0291364039225991	0.0000703770380685362	0.204603204468177	0.998569829407665	TE	Hypo	LOC_00020783	2078
chr15	34625375	0.0188128543887443	0.460437734001006	-0.441624879612262	0.114570997785959	-3.85459573667417	0.0494681169578027	0.0314890419640436	0.000115921016093074	0.276002419269225	0.998568221958564	Intergenic	Hypo	LOC_00012025	833
chr27	28524587	0.492863052252692	0.0220497044499887	0.470813347802704	0.124763235209237	3.77365453062446	0.0510003733376579	0.0486719975639417	0.000160873494712156	0.337763130531724	0.998523702610635	Intron	Hyper	LOC_00025148	0
chr6	15789045	0.333785254074839	0.792885388205858	-0.459100134131019	0.120960119471105	-3.79546693685839	0.0333199867222418	0.0300954596733987	0.00014736583447649	0.327205847644844	0.998506820923411	Intron	Hypo	LOC_00007464	0
chr13	53510925	0.576871477437655	0.0708803087037868	0.505991168733868	0.137179362628767	3.68853710235683	0.0430711499552746	0.0387038553242983	0.000225547139743577	0.402762749542101	0.998464621096964	Intron	Hyper	XLOC_017797U_lncRNA	0
chr6	601807	0.541611113368798	0.0168708429797787	0.52474027038902	0.143580115331509	3.65468622989652	0.0748781793899135	0.04983724003038	0.000257496698590816	0.443959825156579	0.998459619501635	Intergenic	Hyper	LOC_00007267	159253
chr21	41207729	0.541125088767883	0.0627057494114692	0.478419339356414	0.128039632023884	3.73649417601554	0.049532634303059	0.0348938855697479	0.000186603768996506	0.360880719342126	0.998442244321396	TE	Hyper	LOC_00012917	56626
chr5	64576784	0.461079372245462	0.014049491876149	0.447029880369313	0.117548592789764	3.80293689409646	0.0310477524790596	0.0507479078231695	0.000142990789336567	0.321327616486667	0.998424165200783	Intergenic	Hyper	LOC_00015983	25084
chr1	40679513	0.200130300624126	0.717118564197913	-0.516988263573787	0.141432278241001	-3.65537676408518	0.0771862485514675	0.0285473192610081	0.00025680454904812	0.443959825156579	0.998408924309164	Intron	Hypo	LOC_00006167	0
chr5	81367469	0.294805351314495	0.815836212833344	-0.521030861518848	0.142989058407308	-3.64385126612049	0.0373241404985554	0.0314519928783297	0.000268588666881773	0.4537745002146	0.998389620814503	Intergenic	Hypo	LOC_00016218	472
chr14	40707738	0.460508172480713	0.0135780759883263	0.446930096492387	0.117907592825895	3.79051158437553	0.0365889787352146	0.0508922697163974	0.000150337320461625	0.327205847644844	0.998373305109952	TE	Hyper	LOC_00009553	7525
chr30	20295864	0.632801415460925	0.11861842482585	0.514182990635075	0.141134528383017	3.64321188107606	0.0314297599681873	0.0559457602260583	0.000269257015431092	0.4537745002146	0.998337229119383	TE	Hyper	LOC_00023605	2087
chr25	39695603	0.490009350312234	0.0185506497352198	0.471458700577014	0.127019452131657	3.71170472447277	0.0502137612832319	0.0493400078535444	0.000205868061733579	0.384800115389868	0.998277940766946	Intron	Hyper	LOC_00004774	0
chr15	10883555	0.506303975288488	0.0164363418959835	0.489867633392504	0.133635653662424	3.66569564309504	0.0503622738474384	0.0500148152408923	0.000246667150419091	0.43274938670016	0.998240216583002	TE	Hyper	LOC_00011745	10005
chr4	64504375	0.508475479346733	0.0556981279946548	0.452777351352078	0.121036435764055	3.74083513360149	0.0422090390992491	0.0424379211705507	0.000183409806266441	0.360880719342126	0.998221964663728	Intron	Hyper	LOC_00004130	0
chr16	40445087	0.50027158537956	0.0364181553735984	0.463853430005961	0.125714039332147	3.68975042461584	0.0488375978832591	0.0344487870910785	0.000224474163726914	0.402762749542101	0.998103583267099	Promoter	Hyper	LOC_00005348	0
chr1	90011330	0.485719197914314	0.0143379739220921	0.471381223992222	0.128442844851729	3.66996872839722	0.0519261473989361	0.0506612337054615	0.000242580142882139	0.429345385632105	0.998086750140418	Intergenic	Hyper	LOC_00006778	60404
chr23	13518406	0.0728786163981409	0.554010714001669	-0.481132097603528	0.132390973822592	-3.63417598429526	0.0413682004776992	0.0351027352573616	0.000278870473259093	0.457164710260809	0.998009960371668	Intergenic	Hypo	LOC_00011271	5094
chr14	41032056	0.392945349146735	0.871981746511315	-0.47903639736458	0.131766556581501	-3.63549302488057	0.0403405767977795	0.044364460068	0.000277449501308298	0.457164710260809	0.997995471159794	Intron	Hypo	LOC_00009560	0
chr5	69858428	0.0615460051483009	0.557458834079981	-0.49591282893168	0.137783267903798	-3.59922388600867	0.0388831652787524	0.0364427301450341	0.000319168319646039	0.487279877322196	0.997977526416579	Intron	Hypo	LOC_00016088	0
chr27	20384588	0.239729521439377	0.805855285566454	-0.566125764127076	0.163138534263407	-3.47021484950328	0.127000566319687	0.0340229511307715	0.000520042201036853	0.668026429185123	0.997885490367948	Exon	Hypo	LOC_00025026	0
chr22	10488245	0.896555518702172	0.432899078060336	0.463656440641836	0.127301724815308	3.64218506319942	0.0575716575252271	0.030652507986448	0.00027033361008973	0.4537745002146	0.997864071774308	Intron	Hyper	LOC_00008396	0
chr11	17031566	0.421699915556455	0.0153966967860149	0.40630321877044	0.107288573082328	3.78701297908645	0.0346646788583916	0.0504079250609327	0.000152469138860415	0.327205847644844	0.997848985830112	Intron	Hyper	LOC_00022702	0
chr13	38869913	0.423824143405789	0.0146868620497413	0.409137281356048	0.108474995730291	3.77171972768096	0.0358868839542802	0.0506029973001626	0.000162126302655227	0.337763130531724	0.997814337920482	Intron	Hyper	LOC_00010398	0
chr15	15971922	0.816382023070045	0.349731930162016	0.466650092908029	0.128780900916612	3.62359705194325	0.0425043355163263	0.0363655610521689	0.000290534115447426	0.467807400545635	0.997799326598899	Exon	Hyper	LOC_00011800	0
chr1	101979990	0.592088709890665	0.030634571050957	0.561454138839708	0.162511367365131	3.45486071493222	0.123898252271494	0.0231848133923918	0.000550577174951271	0.696852096434051	0.997764406973333	Promoter	Hyper	LOC_00006956	0
chr17	43415831	0.0709162135603811	0.539174990798397	-0.468258777238016	0.129686312782616	-3.61070314353779	0.0503722549925386	0.0330449750689933	0.000305368016891756	0.477137526393369	0.997747461707764	Intron	Hypo	LOC_00019997	0
chr5	77403688	0.376888254685197	0.964188327549314	-0.587300072864117	0.172246885386368	-3.40964117607549	0.142055641051668	0.0363207445029767	0.000650484013831567	0.752004640267707	0.997698900779874	TE	Hypo	LOC_00016192	2948
chr18	35644480	0.374840052871815	0.873917365054443	-0.499077312182628	0.141003955299036	-3.53945611755503	0.0697201914793488	0.0318706972785857	0.000400952425176875	0.572789178824107	0.997685215331863	Intron	Hypo	LOC_00021094	0
