gene_id	motif	present	canonical_pos	expr_decile
LOC_00000063	TATA	FALSE	-30	D06
LOC_00000063	Inr	FALSE	0	D06
LOC_00000063	DPE	TRUE	30	D06
LOC_00000063	BRE	FALSE	-35	D06
LOC_00000064	TATA	FALSE	-30	D04
LOC_00000064	Inr	TRUE	0	D04
LOC_00000064	DPE	TRUE	30	D04
LOC_00000064	BRE	FALSE	-35	D04
LOC_00000065	TATA	FALSE	-30	D07
LOC_00000065	Inr	TRUE	0	D07
LOC_00000065	DPE	TRUE	30	D07
LOC_00000065	BRE	FALSE	-35	D07
LOC_00000066	TATA	FALSE	-30	D01
LOC_00000066	Inr	TRUE	0	D01
LOC_00000066	DPE	TRUE	30	D01
LOC_00000066	BRE	FALSE	-35	D01
LOC_00000067	TATA	FALSE	-30	D09
LOC_00000067	Inr	TRUE	0	D09
LOC_00000067	DPE	TRUE	30	D09
LOC_00000067	BRE	FALSE	-35	D09
LOC_00000068	TATA	FALSE	-30	D04
LOC_00000068	Inr	FALSE	0	D04
LOC_00000068	DPE	TRUE	30	D04
LOC_00000068	BRE	FALSE	-35	D04
LOC_00000069	TATA	FALSE	-30	D08
LOC_00000069	Inr	TRUE	0	D08
LOC_00000069	DPE	TRUE	30	D08
LOC_00000069	BRE	TRUE	-35	D08
LOC_00000070	TATA	FALSE	-30	D01
LOC_00000070	Inr	FALSE	0	D01
LOC_00000070	DPE	TRUE	30	D01
LOC_00000070	BRE	FALSE	-35	D01
LOC_00000071	TATA	FALSE	-30	D09
LOC_00000071	Inr	FALSE	0	D09
LOC_00000071	DPE	TRUE	30	D09
LOC_00000071	BRE	FALSE	-35	D09
LOC_00000073	TATA	FALSE	-30	D07
LOC_00000073	Inr	TRUE	0	D07
LOC_00000073	DPE	TRUE	30	D07
LOC_00000073	BRE	FALSE	-35	D07
LOC_00000074	TATA	FALSE	-30	D07
LOC_00000074	Inr	FALSE	0	D07
LOC_00000074	DPE	TRUE	30	D07
LOC_00000074	BRE	FALSE	-35	D07
LOC_00000075	TATA	TRUE	-30	D07
LOC_00000075	Inr	TRUE	0	D07
LOC_00000075	DPE	TRUE	30	D07
LOC_00000075	BRE	FALSE	-35	D07
LOC_00000076	TATA	TRUE	-30	D01
LOC_00000076	Inr	FALSE	0	D01
LOC_00000076	DPE	TRUE	30	D01
LOC_00000076	BRE	FALSE	-35	D01
LOC_00000077	TATA	FALSE	-30	D09
LOC_00000077	Inr	FALSE	0	D09
LOC_00000077	DPE	TRUE	30	D09
LOC_00000077	BRE	FALSE	-35	D09
LOC_00000078	TATA	TRUE	-30	D02
LOC_00000078	Inr	FALSE	0	D02
LOC_00000078	DPE	TRUE	30	D02
LOC_00000078	BRE	FALSE	-35	D02
LOC_00000079	TATA	FALSE	-30	D10
LOC_00000079	Inr	TRUE	0	D10
LOC_00000079	DPE	TRUE	30	D10
LOC_00000079	BRE	FALSE	-35	D10
LOC_00000081	TATA	FALSE	-30	D03
LOC_00000081	Inr	TRUE	0	D03
LOC_00000081	DPE	TRUE	30	D03
LOC_00000081	BRE	FALSE	-35	D03
LOC_00000082	TATA	FALSE	-30	D08
LOC_00000082	Inr	TRUE	0	D08
LOC_00000082	DPE	TRUE	30	D08
LOC_00000082	BRE	FALSE	-35	D08
LOC_00000084	TATA	FALSE	-30	D05
LOC_00000084	Inr	TRUE	0	D05
LOC_00000084	DPE	TRUE	30	D05
LOC_00000084	BRE	FALSE	-35	D05
LOC_00000087	TATA	FALSE	-30	D03
LOC_00000087	Inr	TRUE	0	D03
LOC_00000087	DPE	TRUE	30	D03
LOC_00000087	BRE	FALSE	-35	D03
LOC_00000094	TATA	FALSE	-30	D10
LOC_00000094	Inr	FALSE	0	D10
LOC_00000094	DPE	TRUE	30	D10
LOC_00000094	BRE	FALSE	-35	D10
LOC_00000095	TATA	FALSE	-30	D03
LOC_00000095	Inr	TRUE	0	D03
LOC_00000095	DPE	TRUE	30	D03
LOC_00000095	BRE	FALSE	-35	D03
LOC_00000096	TATA	FALSE	-30	D02
LOC_00000096	Inr	FALSE	0	D02
LOC_00000096	DPE	TRUE	30	D02
LOC_00000096	BRE	FALSE	-35	D02
LOC_00000097	TATA	FALSE	-30	D10
LOC_00000097	Inr	TRUE	0	D10
LOC_00000097	DPE	TRUE	30	D10
LOC_00000097	BRE	FALSE	-35	D10
LOC_00000098	TATA	TRUE	-30	D06
LOC_00000098	Inr	TRUE	0	D06
LOC_00000098	DPE	TRUE	30	D06
LOC_00000098	BRE	FALSE	-35	D06
LOC_00000099	TATA	FALSE	-30	D10
LOC_00000099	Inr	TRUE	0	D10
LOC_00000099	DPE	TRUE	30	D10
LOC_00000099	BRE	FALSE	-35	D10
LOC_00000100	TATA	FALSE	-30	D04
LOC_00000100	Inr	TRUE	0	D04
LOC_00000100	DPE	TRUE	30	D04
LOC_00000100	BRE	FALSE	-35	D04
LOC_00000101	TATA	FALSE	-30	D09
LOC_00000101	Inr	TRUE	0	D09
LOC_00000101	DPE	TRUE	30	D09
LOC_00000101	BRE	FALSE	-35	D09
LOC_00000102	TATA	FALSE	-30	D07
LOC_00000102	Inr	TRUE	0	D07
LOC_00000102	DPE	TRUE	30	D07
LOC_00000102	BRE	FALSE	-35	D07
LOC_00000103	TATA	FALSE	-30	D07
LOC_00000103	Inr	TRUE	0	D07
LOC_00000103	DPE	TRUE	30	D07
LOC_00000103	BRE	FALSE	-35	D07
LOC_00000104	TATA	FALSE	-30	D09
LOC_00000104	Inr	TRUE	0	D09
LOC_00000104	DPE	TRUE	30	D09
LOC_00000104	BRE	FALSE	-35	D09
LOC_00000105	TATA	FALSE	-30	D05
LOC_00000105	Inr	FALSE	0	D05
LOC_00000105	DPE	TRUE	30	D05
LOC_00000105	BRE	FALSE	-35	D05
LOC_00000106	TATA	FALSE	-30	D09
LOC_00000106	Inr	TRUE	0	D09
LOC_00000106	DPE	TRUE	30	D09
LOC_00000106	BRE	FALSE	-35	D09
LOC_00000108	TATA	FALSE	-30	D06
LOC_00000108	Inr	FALSE	0	D06
LOC_00000108	DPE	TRUE	30	D06
LOC_00000108	BRE	FALSE	-35	D06
LOC_00000109	TATA	FALSE	-30	D08
LOC_00000109	Inr	TRUE	0	D08
LOC_00000109	DPE	TRUE	30	D08
LOC_00000109	BRE	FALSE	-35	D08
LOC_00000110	TATA	FALSE	-30	D05
LOC_00000110	Inr	TRUE	0	D05
LOC_00000110	DPE	TRUE	30	D05
LOC_00000110	BRE	FALSE	-35	D05
LOC_00000111	TATA	FALSE	-30	D07
LOC_00000111	Inr	TRUE	0	D07
LOC_00000111	DPE	TRUE	30	D07
LOC_00000111	BRE	FALSE	-35	D07
LOC_00000112	TATA	FALSE	-30	D05
LOC_00000112	Inr	FALSE	0	D05
LOC_00000112	DPE	TRUE	30	D05
LOC_00000112	BRE	FALSE	-35	D05
LOC_00000114	TATA	FALSE	-30	D08
LOC_00000114	Inr	TRUE	0	D08
LOC_00000114	DPE	TRUE	30	D08
LOC_00000114	BRE	FALSE	-35	D08
LOC_00000115	TATA	FALSE	-30	D08
LOC_00000115	Inr	TRUE	0	D08
LOC_00000115	DPE	FALSE	30	D08
LOC_00000115	BRE	FALSE	-35	D08
LOC_00000119	TATA	FALSE	-30	D06
LOC_00000119	Inr	TRUE	0	D06
LOC_00000119	DPE	TRUE	30	D06
LOC_00000119	BRE	FALSE	-35	D06
LOC_00000120	TATA	FALSE	-30	D01
LOC_00000120	Inr	TRUE	0	D01
LOC_00000120	DPE	TRUE	30	D01
LOC_00000120	BRE	FALSE	-35	D01
LOC_00000121	TATA	FALSE	-30	D04
LOC_00000121	Inr	TRUE	0	D04
LOC_00000121	DPE	TRUE	30	D04
LOC_00000121	BRE	FALSE	-35	D04
LOC_00000123	TATA	FALSE	-30	D04
LOC_00000123	Inr	TRUE	0	D04
LOC_00000123	DPE	TRUE	30	D04
LOC_00000123	BRE	FALSE	-35	D04
LOC_00000124	TATA	FALSE	-30	D02
LOC_00000124	Inr	TRUE	0	D02
LOC_00000124	DPE	TRUE	30	D02
LOC_00000124	BRE	FALSE	-35	D02
LOC_00000125	TATA	FALSE	-30	D07
LOC_00000125	Inr	TRUE	0	D07
LOC_00000125	DPE	TRUE	30	D07
LOC_00000125	BRE	FALSE	-35	D07
LOC_00000126	TATA	FALSE	-30	D07
LOC_00000126	Inr	TRUE	0	D07
LOC_00000126	DPE	TRUE	30	D07
LOC_00000126	BRE	FALSE	-35	D07
LOC_00000127	TATA	FALSE	-30	D04
LOC_00000127	Inr	TRUE	0	D04
LOC_00000127	DPE	TRUE	30	D04
LOC_00000127	BRE	FALSE	-35	D04
LOC_00000129	TATA	FALSE	-30	D10
LOC_00000129	Inr	TRUE	0	D10
LOC_00000129	DPE	TRUE	30	D10
LOC_00000129	BRE	FALSE	-35	D10
LOC_00000131	TATA	FALSE	-30	D06
LOC_00000131	Inr	TRUE	0	D06
LOC_00000131	DPE	FALSE	30	D06
LOC_00000131	BRE	FALSE	-35	D06
LOC_00000132	TATA	FALSE	-30	D04
LOC_00000132	Inr	TRUE	0	D04
LOC_00000132	DPE	TRUE	30	D04
LOC_00000132	BRE	FALSE	-35	D04
LOC_00000133	TATA	FALSE	-30	D03
LOC_00000133	Inr	TRUE	0	D03
LOC_00000133	DPE	TRUE	30	D03
LOC_00000133	BRE	FALSE	-35	D03
LOC_00000135	TATA	FALSE	-30	D10
LOC_00000135	Inr	TRUE	0	D10
LOC_00000135	DPE	TRUE	30	D10
LOC_00000135	BRE	FALSE	-35	D10
LOC_00000136	TATA	FALSE	-30	D09
LOC_00000136	Inr	TRUE	0	D09
LOC_00000136	DPE	TRUE	30	D09
LOC_00000136	BRE	FALSE	-35	D09
LOC_00000137	TATA	FALSE	-30	D06
LOC_00000137	Inr	FALSE	0	D06
LOC_00000137	DPE	TRUE	30	D06
LOC_00000137	BRE	FALSE	-35	D06
LOC_00000140	TATA	FALSE	-30	D10
LOC_00000140	Inr	FALSE	0	D10
LOC_00000140	DPE	TRUE	30	D10
LOC_00000140	BRE	FALSE	-35	D10
LOC_00000142	TATA	FALSE	-30	D03
LOC_00000142	Inr	TRUE	0	D03
LOC_00000142	DPE	TRUE	30	D03
LOC_00000142	BRE	FALSE	-35	D03
LOC_00000143	TATA	FALSE	-30	D07
LOC_00000143	Inr	FALSE	0	D07
LOC_00000143	DPE	TRUE	30	D07
LOC_00000143	BRE	FALSE	-35	D07
LOC_00000144	TATA	FALSE	-30	D05
LOC_00000144	Inr	TRUE	0	D05
LOC_00000144	DPE	TRUE	30	D05
LOC_00000144	BRE	FALSE	-35	D05
LOC_00000145	TATA	FALSE	-30	D02
LOC_00000145	Inr	TRUE	0	D02
LOC_00000145	DPE	TRUE	30	D02
LOC_00000145	BRE	FALSE	-35	D02
LOC_00000146	TATA	FALSE	-30	D09
LOC_00000146	Inr	FALSE	0	D09
LOC_00000146	DPE	TRUE	30	D09
LOC_00000146	BRE	FALSE	-35	D09
LOC_00000148	TATA	FALSE	-30	D06
LOC_00000148	Inr	TRUE	0	D06
LOC_00000148	DPE	FALSE	30	D06
LOC_00000148	BRE	FALSE	-35	D06
LOC_00000149	TATA	FALSE	-30	D01
LOC_00000149	Inr	TRUE	0	D01
LOC_00000149	DPE	TRUE	30	D01
LOC_00000149	BRE	FALSE	-35	D01
LOC_00000154	TATA	FALSE	-30	D03
LOC_00000154	Inr	TRUE	0	D03
LOC_00000154	DPE	TRUE	30	D03
LOC_00000154	BRE	FALSE	-35	D03
LOC_00000156	TATA	FALSE	-30	D02
LOC_00000156	Inr	TRUE	0	D02
LOC_00000156	DPE	TRUE	30	D02
LOC_00000156	BRE	FALSE	-35	D02
LOC_00000157	TATA	FALSE	-30	D09
LOC_00000157	Inr	FALSE	0	D09
LOC_00000157	DPE	TRUE	30	D09
LOC_00000157	BRE	FALSE	-35	D09
LOC_00000158	TATA	FALSE	-30	D05
LOC_00000158	Inr	TRUE	0	D05
LOC_00000158	DPE	TRUE	30	D05
LOC_00000158	BRE	FALSE	-35	D05
LOC_00000159	TATA	FALSE	-30	D05
LOC_00000159	Inr	TRUE	0	D05
LOC_00000159	DPE	TRUE	30	D05
LOC_00000159	BRE	FALSE	-35	D05
LOC_00000160	TATA	FALSE	-30	D10
LOC_00000160	Inr	TRUE	0	D10
LOC_00000160	DPE	TRUE	30	D10
LOC_00000160	BRE	FALSE	-35	D10
LOC_00000161	TATA	TRUE	-30	D10
LOC_00000161	Inr	TRUE	0	D10
LOC_00000161	DPE	TRUE	30	D10
LOC_00000161	BRE	FALSE	-35	D10
LOC_00000162	TATA	FALSE	-30	D03
LOC_00000162	Inr	TRUE	0	D03
LOC_00000162	DPE	TRUE	30	D03
LOC_00000162	BRE	FALSE	-35	D03
LOC_00000163	TATA	FALSE	-30	D08
LOC_00000163	Inr	TRUE	0	D08
LOC_00000163	DPE	TRUE	30	D08
LOC_00000163	BRE	FALSE	-35	D08
LOC_00000164	TATA	FALSE	-30	D07
LOC_00000164	Inr	FALSE	0	D07
LOC_00000164	DPE	TRUE	30	D07
LOC_00000164	BRE	FALSE	-35	D07
LOC_00000166	TATA	FALSE	-30	D01
LOC_00000166	Inr	TRUE	0	D01
LOC_00000166	DPE	TRUE	30	D01
LOC_00000166	BRE	FALSE	-35	D01
LOC_00000167	TATA	FALSE	-30	D03
LOC_00000167	Inr	FALSE	0	D03
LOC_00000167	DPE	TRUE	30	D03
LOC_00000167	BRE	FALSE	-35	D03
LOC_00000168	TATA	TRUE	-30	D02
LOC_00000168	Inr	TRUE	0	D02
LOC_00000168	DPE	TRUE	30	D02
LOC_00000168	BRE	FALSE	-35	D02
LOC_00000169	TATA	FALSE	-30	D06
LOC_00000169	Inr	TRUE	0	D06
LOC_00000169	DPE	FALSE	30	D06
LOC_00000169	BRE	FALSE	-35	D06
LOC_00000171	TATA	FALSE	-30	D08
LOC_00000171	Inr	FALSE	0	D08
LOC_00000171	DPE	TRUE	30	D08
LOC_00000171	BRE	FALSE	-35	D08
LOC_00000172	TATA	FALSE	-30	D03
LOC_00000172	Inr	TRUE	0	D03
LOC_00000172	DPE	FALSE	30	D03
LOC_00000172	BRE	FALSE	-35	D03
LOC_00000173	TATA	FALSE	-30	D04
LOC_00000173	Inr	TRUE	0	D04
LOC_00000173	DPE	TRUE	30	D04
LOC_00000173	BRE	FALSE	-35	D04
LOC_00000174	TATA	FALSE	-30	D07
LOC_00000174	Inr	TRUE	0	D07
LOC_00000174	DPE	TRUE	30	D07
LOC_00000174	BRE	FALSE	-35	D07
LOC_00000175	TATA	FALSE	-30	D03
LOC_00000175	Inr	TRUE	0	D03
LOC_00000175	DPE	TRUE	30	D03
LOC_00000175	BRE	FALSE	-35	D03
LOC_00000177	TATA	FALSE	-30	D03
LOC_00000177	Inr	TRUE	0	D03
LOC_00000177	DPE	TRUE	30	D03
LOC_00000177	BRE	FALSE	-35	D03
LOC_00000179	TATA	FALSE	-30	D05
LOC_00000179	Inr	TRUE	0	D05
LOC_00000179	DPE	TRUE	30	D05
LOC_00000179	BRE	FALSE	-35	D05
LOC_00000180	TATA	FALSE	-30	D04
LOC_00000180	Inr	FALSE	0	D04
LOC_00000180	DPE	TRUE	30	D04
LOC_00000180	BRE	FALSE	-35	D04
LOC_00000181	TATA	FALSE	-30	D04
LOC_00000181	Inr	TRUE	0	D04
LOC_00000181	DPE	TRUE	30	D04
LOC_00000181	BRE	FALSE	-35	D04
LOC_00000182	TATA	FALSE	-30	D10
LOC_00000182	Inr	FALSE	0	D10
LOC_00000182	DPE	TRUE	30	D10
LOC_00000182	BRE	FALSE	-35	D10
LOC_00000183	TATA	FALSE	-30	D07
LOC_00000183	Inr	TRUE	0	D07
LOC_00000183	DPE	TRUE	30	D07
LOC_00000183	BRE	FALSE	-35	D07
LOC_00000184	TATA	FALSE	-30	D04
LOC_00000184	Inr	TRUE	0	D04
LOC_00000184	DPE	TRUE	30	D04
LOC_00000184	BRE	FALSE	-35	D04
LOC_00000186	TATA	FALSE	-30	D02
LOC_00000186	Inr	TRUE	0	D02
LOC_00000186	DPE	TRUE	30	D02
LOC_00000186	BRE	FALSE	-35	D02
LOC_00000187	TATA	TRUE	-30	D08
LOC_00000187	Inr	TRUE	0	D08
LOC_00000187	DPE	TRUE	30	D08
LOC_00000187	BRE	FALSE	-35	D08
LOC_00000188	TATA	FALSE	-30	D04
LOC_00000188	Inr	FALSE	0	D04
LOC_00000188	DPE	TRUE	30	D04
LOC_00000188	BRE	FALSE	-35	D04
LOC_00000189	TATA	FALSE	-30	D06
LOC_00000189	Inr	TRUE	0	D06
LOC_00000189	DPE	TRUE	30	D06
LOC_00000189	BRE	FALSE	-35	D06
LOC_00000190	TATA	FALSE	-30	D07
LOC_00000190	Inr	TRUE	0	D07
LOC_00000190	DPE	TRUE	30	D07
LOC_00000190	BRE	TRUE	-35	D07
LOC_00000191	TATA	FALSE	-30	D10
LOC_00000191	Inr	FALSE	0	D10
LOC_00000191	DPE	TRUE	30	D10
LOC_00000191	BRE	FALSE	-35	D10
LOC_00000192	TATA	FALSE	-30	D03
LOC_00000192	Inr	TRUE	0	D03
LOC_00000192	DPE	TRUE	30	D03
LOC_00000192	BRE	FALSE	-35	D03
LOC_00000194	TATA	FALSE	-30	D07
LOC_00000194	Inr	TRUE	0	D07
LOC_00000194	DPE	TRUE	30	D07
LOC_00000194	BRE	FALSE	-35	D07
LOC_00000196	TATA	FALSE	-30	D06
LOC_00000196	Inr	TRUE	0	D06
LOC_00000196	DPE	FALSE	30	D06
LOC_00000196	BRE	FALSE	-35	D06
LOC_00000197	TATA	FALSE	-30	D01
LOC_00000197	Inr	TRUE	0	D01
LOC_00000197	DPE	TRUE	30	D01
LOC_00000197	BRE	FALSE	-35	D01
LOC_00000198	TATA	FALSE	-30	D10
LOC_00000198	Inr	TRUE	0	D10
LOC_00000198	DPE	TRUE	30	D10
LOC_00000198	BRE	FALSE	-35	D10
LOC_00000199	TATA	FALSE	-30	D08
LOC_00000199	Inr	TRUE	0	D08
LOC_00000199	DPE	TRUE	30	D08
LOC_00000199	BRE	FALSE	-35	D08
LOC_00000200	TATA	FALSE	-30	D09
LOC_00000200	Inr	TRUE	0	D09
LOC_00000200	DPE	TRUE	30	D09
LOC_00000200	BRE	FALSE	-35	D09
LOC_00000201	TATA	FALSE	-30	D04
LOC_00000201	Inr	TRUE	0	D04
LOC_00000201	DPE	TRUE	30	D04
LOC_00000201	BRE	FALSE	-35	D04
LOC_00000202	TATA	FALSE	-30	D01
LOC_00000202	Inr	TRUE	0	D01
LOC_00000202	DPE	TRUE	30	D01
LOC_00000202	BRE	FALSE	-35	D01
LOC_00000203	TATA	FALSE	-30	D07
LOC_00000203	Inr	TRUE	0	D07
LOC_00000203	DPE	TRUE	30	D07
LOC_00000203	BRE	FALSE	-35	D07
LOC_00000204	TATA	FALSE	-30	D03
LOC_00000204	Inr	TRUE	0	D03
LOC_00000204	DPE	TRUE	30	D03
LOC_00000204	BRE	FALSE	-35	D03
LOC_00000206	TATA	FALSE	-30	D03
LOC_00000206	Inr	TRUE	0	D03
LOC_00000206	DPE	TRUE	30	D03
LOC_00000206	BRE	FALSE	-35	D03
LOC_00000208	TATA	FALSE	-30	D07
LOC_00000208	Inr	TRUE	0	D07
LOC_00000208	DPE	TRUE	30	D07
LOC_00000208	BRE	FALSE	-35	D07
LOC_00000209	TATA	FALSE	-30	D02
LOC_00000209	Inr	TRUE	0	D02
LOC_00000209	DPE	TRUE	30	D02
LOC_00000209	BRE	FALSE	-35	D02
LOC_00000210	TATA	FALSE	-30	D05
LOC_00000210	Inr	TRUE	0	D05
LOC_00000210	DPE	TRUE	30	D05
LOC_00000210	BRE	FALSE	-35	D05
LOC_00000211	TATA	FALSE	-30	D05
LOC_00000211	Inr	TRUE	0	D05
LOC_00000211	DPE	TRUE	30	D05
LOC_00000211	BRE	FALSE	-35	D05
LOC_00000212	TATA	FALSE	-30	D06
LOC_00000212	Inr	TRUE	0	D06
LOC_00000212	DPE	TRUE	30	D06
LOC_00000212	BRE	FALSE	-35	D06
LOC_00000213	TATA	FALSE	-30	D05
LOC_00000213	Inr	TRUE	0	D05
LOC_00000213	DPE	TRUE	30	D05
LOC_00000213	BRE	FALSE	-35	D05
