chr	pos	mu1	mu2	diff	diff.se	stat	phi1	phi2	pval	fdr	postprob.overThreshold
chr8	35117255	0.620783888307518	0.0892762833225593	0.531507604984958	0.0371640425334305	14.3016628104127	0.0324970402601261	0.169774420863483	0.000000000000000000000000000000000000000000000213643132050355	0.000000000000000000000000000000000000000872284775625057	1
chr8	35117265	0.620783888307518	0.0892762833225593	0.531507604984958	0.0361760352633546	14.6922569351695	0.050493207159713	0.0625649078452711	0.000000000000000000000000000000000000000000000000722661362389509	0.00000000000000000000000000000000000000000612794384626645	1
chr8	35117297	0.595692949908087	0.08408881225449	0.511604137653597	0.0401494491276773	12.7424945738774	0.0477997618835722	0.0737026563924935	0.000000000000000000000000000000000000343241468466798	0.000000000000000000000000000000574470664995409	1
chr8	35117404	0.560713811626713	0.0523463674485526	0.508367444178161	0.0384480848563226	13.222178583872	0.11136103146922	0.0644280627666919	0.00000000000000000000000000000000000000065343514779504	0.00000000000000000000000000000000166227811583481	1
chr8	35117412	0.560713811626713	0.0523463674485526	0.508367444178161	0.0429892188192806	11.8254636427624	0.0456489337060408	0.0656178747311367	0.0000000000000000000000000000000288306480329637	0.00000000000000000000000002529051088947	1
chr8	35117419	0.560713811626713	0.0523463674485526	0.508367444178161	0.0405921166542586	12.5237973793817	0.0725261459938763	0.068040455862349	0.00000000000000000000000000000000000553235638882577	0.00000000000000000000000000000740726265134596	1
chr8	35117445	0.533160604914844	0.0455634167832935	0.48759718813155	0.0369647525708777	13.1908684414054	0.130822188831569	0.0632950670148152	0.000000000000000000000000000000000000000990377114311587	0.00000000000000000000000000000000229038825060147	1
chr8	35117464	0.484641448489804	0.0183587096909666	0.466282738798837	0.0385655879268713	12.0906425615243	0.0944746728616282	0.0504465155553083	0.00000000000000000000000000000000118357396014467	0.00000000000000000000000000107532208768391	1
chr9	35232490	0.385992345119183	0.00959246136584673	0.376399883753336	0.0328560335462547	11.4560354104655	0.729051446130872	0.0483929753374013	0.00000000000000000000000000000219326533869736	0.00000000000000000000000159413217409044	1
chr14	10731832	0.239346502505124	0.852869767411074	-0.61352326490595	0.0619581715209586	-9.90221709009623	0.0597542030583122	0.0607816365754039	0.0000000000000000000000407147278374844	0.0000000000000000124788521693886	1
chr18	8990710	0.442961107414384	0.00633449410205983	0.436626613312325	0.0408743517452804	10.6821660691595	0.138473661484781	0.045839210881239	0.0000000000000000000000000123359180200778	0.00000000000000000000640437259908539	1
chr18	9527571	0.379000595485414	0.833356255437162	-0.454355659951749	0.0429229150548887	-10.5853868352308	0.0588272436662315	0.0368366365304398	0.0000000000000000000000000348338912336499	0.0000000000000000000155463461017092	1
chr18	9527574	0.379000595485414	0.833356255437162	-0.454355659951749	0.0432711869580712	-10.5001894307177	0.0501722373528645	0.0348473842620319	0.0000000000000000000000000862069552985052	0.0000000000000000000348099142525656	1
chr18	9527663	0.395049166738179	0.841376482564794	-0.446327315826615	0.0419143080524127	-10.6485669587697	0.0553035685866844	0.039936504274324	0.0000000000000000000000000177069850891439	0.00000000000000000000900898395515436	1
chr10	47385340	0.0608705114631222	0.491986872942309	-0.431116361479187	0.0408092682667455	-10.5641776927055	0.0860811857694267	0.989475163503282	0.0000000000000000000000000436779820989658	0.0000000000000000000188326636731928	1
chr11	45044685	0.505480307095454	0.101722180169879	0.403758126925576	0.0374601354895582	10.7783413393719	0.385831872153421	0.187638211302058	0.00000000000000000000000000435670657198359	0.00000000000000000000246290121646083	1
chr13	3251332	0.38160031155436	0.85685033507072	-0.47525002351636	0.0460853176635425	-10.3123955222799	0.33212950749545	0.187116311039146	0.000000000000000000000000619378748904265	0.000000000000000000225091687301865	1
chr14	10731736	0.239346502505124	0.852869767411074	-0.61352326490595	0.063352713103774	-9.68424610167803	0.0931719115381653	0.0346360966651786	0.000000000000000000000351794339658442	0.000000000000000095205533282832	1
chr8	35117484	0.450718924307232	0.0162549676653742	0.434463956641858	0.0412047948662684	10.5440145510232	0.0813158851324279	0.0488633131093656	0.0000000000000000000000000541374113177761	0.0000000000000000000225771358665062	1
chr21	46024203	0.369495371846879	0.0427235078265153	0.326771864020364	0.0280464272957566	11.6511048118348	0.847034959878131	0.088465376994721	0.000000000000000000000000000000226503056732088	0.000000000000000000000000185871827819853	1
chr9	45396305	0.284742701357968	0.60888685763297	-0.324144156275002	0.0279337646673157	-11.6040268877281	0.599865173186168	0.407836214753356	0.000000000000000000000000000000393134242016376	0.00000000000000000000000031253027236822	0.999999999999999
chr18	8990723	0.442961107414384	0.00633449410205983	0.436626613312325	0.0420938745119691	10.3726876742642	0.122751435204097	0.0461464151591299	0.000000000000000000000000330107232384864	0.000000000000000000123494416646034	0.999999999999999
chr1	39936688	0.653271104051737	0.210581901320748	0.44268920273099	0.0429399554246797	10.3094937652533	0.539870590046299	0.382571232654898	0.000000000000000000000000638366888061116	0.000000000000000000228724770061058	0.999999999999999
chr18	9527810	0.441653240181046	0.845607794492381	-0.403954554311335	0.0381464484652173	-10.5895717835874	0.261311340187373	0.068168252983214	0.0000000000000000000000000333112183777761	0.0000000000000000000153746912649622	0.999999999999999
chr1	44945408	0.411781676382128	0.0150680396291245	0.396713636753003	0.0372988157516899	10.6360920248528	0.417084400805279	0.0514910421176145	0.0000000000000000000000000202443130201595	0.0000000000000000000100979697163357	0.999999999999999
chr18	9527765	0.427109119730973	0.837735695574526	-0.410626575843552	0.0395264349894401	-10.388657007728	0.186249999903227	0.0659414937430255	0.000000000000000000000000279257436864667	0.000000000000000000106030580983671	0.999999999999998
chr5	42845970	0.518049236815748	0.0220184713854683	0.496030765430279	0.0503632214171031	9.84906746377883	0.260711507420331	0.0605102248479485	0.0000000000000000000000691828770052229	0.0000000000000000209517608639464	0.999999999999998
chr17	8513479	0.46182551396535	0.0777025934356285	0.384122920529722	0.0361919644063146	10.6134863589416	0.187644061032344	0.0480278780843059	0.0000000000000000000000000257941019400005	0.000000000000000000012380715344351	0.999999999999998
chr1	21381876	0.56957125454553	0.0312133402673929	0.538357914278137	0.0560837069229867	9.59918564258603	0.142255747076844	0.0634670787892338	0.00000000000000000000080578533335112	0.000000000000000195223122747827	0.999999999999997
chr5	42845993	0.518049236815748	0.0220184713854683	0.496030765430279	0.0506717926930374	9.78909051896317	0.264147356579014	0.0358605176210501	0.000000000000000000000125418904972546	0.0000000000000000370993029311876	0.999999999999997
chr18	8990748	0.419906796692177	0.00627462074708952	0.413632175945087	0.0403685338410915	10.2464007628646	0.0709806860760787	0.046212660835012	0.00000000000000000000000122832575688716	0.000000000000000000411150821784262	0.999999999999996
chr14	46273325	0.0670813850360233	0.46171588240861	-0.394634497372587	0.0379493662807235	-10.3989746351323	0.136688641044948	0.381734879947736	0.000000000000000000000000250615391902872	0.0000000000000000000980834153302124	0.999999999999996
chr12	47775444	0.338200292646734	0.023489131081544	0.31471116156519	0.0277512728851697	11.340422576918	0.632387548873456	0.0539309824176191	0.00000000000000000000000000000827439399657459	0.00000000000000000000000584702420937924	0.999999999999995
chr5	23963229	0.0862371067256155	0.385849157355617	-0.299612050630002	0.0259588062409354	-11.5418269950154	0.0881511319589104	0.851203758537771	0.000000000000000000000000000000811823659875756	0.000000000000000000000000625819311745097	0.999999999999993
chr17	8513504	0.46182551396535	0.0777025934356285	0.384122920529722	0.0371996561004471	10.3259804201552	0.147565512392627	0.0381689048843347	0.000000000000000000000000537666786395517	0.000000000000000000198228144064595	0.999999999999989
chr18	8990690	0.458212320015357	0.00636304605155722	0.4518492739638	0.0461734717232611	9.78590643285263	0.0686759164022023	0.0457569128807187	0.000000000000000000000129430294708953	0.0000000000000000378458168777136	0.999999999999987
chr14	22413937	0.1482270505395	0.501838550785643	-0.353611500246143	0.0333971195192011	-10.5880838029411	0.324023671051126	0.305185603563365	0.0000000000000000000000000338448999325716	0.0000000000000000000153746912649622	0.999999999999984
chr20	29368194	0.528375995928731	0.088140274030909	0.440235721897822	0.0454666073533072	9.68261648547655	0.405796244689954	0.0370295770904033	0.000000000000000000000357448714673353	0.0000000000000000957174964114529	0.999999999999964
chr18	8990708	0.442961107414384	0.00633449410205983	0.436626613312325	0.0450686343454966	9.68803736019913	0.0850377573821922	0.045839210881239	0.000000000000000000000338979826077248	0.0000000000000000927239875936269	0.99999999999996
chr18	8990488	0.256153937736517	0.00800077659095619	0.24815316114556	0.0198508403551853	12.5008894689307	0.485942584191137	0.0457974493704782	0.00000000000000000000000000000000000738206661310434	0.00000000000000000000000000000938964472756455	0.999999999999958
chr13	45559259	0.202743671594141	0.567988413027095	-0.365244741432954	0.0355890538359691	-10.2628393302159	0.27837967895317	0.989475163503282	0.00000000000000000000000103614479605563	0.000000000000000000356196728712234	0.999999999999954
chr20	795707	0.607330126304274	0.200696771487452	0.406633354816822	0.0413634854782344	9.83073235041553	0.989475163503282	0.257217129323542	0.0000000000000000000000830128797762183	0.0000000000000000248443563941534	0.999999999999938
chr11	20016891	0.50584722292601	0.0495221968042492	0.45632502612176	0.0481510710240679	9.47694446700199	0.2402200496463	0.0903394304796589	0.00000000000000000000261837857974115	0.000000000000000559740426384694	0.999999999999932
chr18	8990494	0.256153937736517	0.00800077659095619	0.24815316114556	0.0200887725445572	12.3528284565497	0.467563176490823	0.0460297609493212	0.0000000000000000000000000000000000470284217794132	0.0000000000000000000000000000520156182425728	0.999999999999918
chr14	10731674	0.228651771854568	0.793367241287661	-0.564715469433093	0.0633862610939166	-8.90911468332828	0.137053777514278	0.0278847937860406	0.000000000000000000514416791170378	0.0000000000000802839492694789	0.999999999999886
chr22	9173445	0.648565730756639	0.105030872583468	0.543534858173171	0.0606851860951267	8.95663164517872	0.0383689444078017	0.102376795978685	0.00000000000000000033474770748826	0.00000000000005389664363062	0.999999999999865
chr22	9173442	0.648565730756639	0.105030872583468	0.543534858173171	0.0609394503153758	8.91926092802367	0.0319261787033041	0.102376795978685	0.000000000000000000469410224909982	0.0000000000000737120903171625	0.999999999999831
chr11	45044701	0.505480307095454	0.101722180169879	0.403758126925576	0.0417982144111562	9.65969797068197	0.317879140395604	0.0287861186114688	0.000000000000000000000447180393425965	0.000000000000000114907600369999	0.999999999999817
chr8	35117069	0.776824585022012	0.381003029107044	0.395821555914968	0.0409608322448107	9.66341585906409	0.0839060420334611	0.267668079705258	0.00000000000000000000043123988380662	0.000000000000000111942252331313	0.999999999999744
chr14	46273286	0.0620534412504437	0.450919740158238	-0.388866298907795	0.0400657087966519	-9.70571370349225	0.118851076891634	0.399052589173253	0.00000000000000000000028507413301912	0.0000000000000000805780028323827	0.99999999999972
chr18	8990750	0.419906796692177	0.00627462074708952	0.413632175945087	0.0435015885002542	9.50843843191312	0.0327698491862734	0.0461172189779105	0.00000000000000000000193545979188404	0.00000000000000042445080393969	0.99999999999972
chr21	43589620	0.803122398373728	0.392788276076307	0.41033412229742	0.0430485877123198	9.53188348569191	0.0488283170022959	0.0405949510923	0.00000000000000000000154455079951928	0.000000000000000347716219632083	0.999999999999718
chr18	9527785	0.427109119730973	0.837735695574526	-0.410626575843552	0.0431153038184614	-9.52391701963902	0.100474460757022	0.0320172680385719	0.00000000000000000000166771671797191	0.000000000000000372150517484423	0.999999999999709
chr18	8990688	0.458212320015357	0.00636304605155722	0.4518492739638	0.0492008536365301	9.18376899112002	0.0400276912627382	0.0456465469593759	0.0000000000000000000416261007322444	0.00000000000000761819573454974	0.99999999999957
chr17	8513441	0.482526460155249	0.0910230350232241	0.391503425132025	0.0407658777585998	9.60370404509284	0.0745890381122729	0.130180158486228	0.000000000000000000000771219693242559	0.000000000000000190476798245986	0.999999999999568
chr14	46273232	0.0298890431658391	0.426485098462366	-0.396596055296527	0.041591761250729	-9.53544748696054	0.0362860440246188	0.332905487557611	0.00000000000000000000149240528128692	0.000000000000000343904322700249	0.999999999999502
chr13	15306238	0.386637458985542	0.0140744823482494	0.372562976637292	0.0384354122485581	9.69322181919016	0.467410413458375	0.0462696140407565	0.000000000000000000000322201059000241	0.0000000000000000890923331475994	0.999999999999336
chr22	9173377	0.648565730756639	0.105030872583468	0.543534858173171	0.0625626529479157	8.68784862153579	0.0372431050686958	0.0804077389255743	0.00000000000000000369367519212656	0.000000000000476303163558589	0.999999999999327
chr5	23963492	0.274029752358795	0.596096372481065	-0.32206662012227	0.031400085683862	-10.2568707412093	0.638257606106253	0.989475163503282	0.00000000000000000000000110220744466031	0.000000000000000000373855068464265	0.999999999999237
chr13	12120807	0.656330943250467	0.272330809049681	0.384000134200786	0.0401767997387998	9.55775812651268	0.297258352813885	0.0775377601272185	0.00000000000000000000120335073071046	0.000000000000000283478048010154	0.999999999999218
chr13	15306272	0.386637458985542	0.0140744823482494	0.372562976637292	0.0386242282411262	9.6458361397263	0.433537552231876	0.04564511972086	0.000000000000000000000511922814623166	0.000000000000000127674895019119	0.999999999999148
chr17	8513521	0.46182551396535	0.0777025934356285	0.384122920529722	0.0404189217446783	9.50354200332662	0.0455507528732396	0.0461559788789742	0.00000000000000000000202869877798848	0.000000000000000441095779186032	0.999999999998963
chr3	29328942	0.121501329946978	0.512706871049624	-0.391205541102646	0.0414367952257685	-9.4410182778654	0.091780755793985	0.989475163503282	0.00000000000000000000369174045136976	0.000000000000000769790462137263	0.99999999999895
chr18	8990730	0.442961107414384	0.00633449410205983	0.436626613312325	0.0479080859395334	9.11383965252562	0.0440242986213942	0.0460454454944319	0.0000000000000000000795167913688171	0.0000000000000140474518248136	0.999999999998941
chr3	29328911	0.121501329946978	0.512706871049624	-0.391205541102646	0.0415083142124118	-9.42475136669529	0.101008894058648	0.989475163503282	0.00000000000000000000431125763367588	0.000000000000000881205663387486	0.999999999998855
chr18	8990728	0.442961107414384	0.00633449410205983	0.436626613312325	0.0480139768236243	9.09373982738899	0.0480818498689808	0.0460454454944319	0.0000000000000000000956896674110353	0.0000000000000166729860011419	0.999999999998817
chr6	42226057	0.018577189203131	0.32408146843137	-0.305504279228239	0.029406137345847	-10.3891332491306	0.0608228866933834	0.590775709739951	0.00000000000000000000000027786667668447	0.000000000000000000106030580983671	0.999999999998611
chr1	21381891	0.56957125454553	0.0312133402673929	0.538357914278137	0.0631127182698932	8.5301018405818	0.0775607754241427	0.0359218402957371	0.0000000000000000146218937999332	0.00000000000161024827127826	0.999999999998116
chr9	24665557	0.333327497183532	0.697491508709437	-0.364164011525905	0.0380366102762357	-9.57403956033973	0.236175706149435	0.279129687408869	0.0000000000000000000010280837986233	0.000000000000000246731072291287	0.999999999998108
chr8	35117095	0.767849742388476	0.340499706370148	0.427350036018327	0.0472210331257327	9.04999335530096	0.06837962731921	0.149351038131129	0.00000000000000000014297704037123	0.0000000000000244107560566609	0.99999999999793
chr6	42226030	0.018577189203131	0.32408146843137	-0.305504279228239	0.029671154555097	-10.2963394518721	0.0633613121869799	0.590775709739951	0.000000000000000000000000731937210877955	0.000000000000000000255065759989789	0.999999999997836
chr12	47775272	0.4596918192279	0.0317683395433461	0.427923479684554	0.0475491526272279	8.99960264359188	0.152083908954466	0.0538864523004631	0.000000000000000000226536090478335	0.0000000000000379135987508718	0.999999999997335
chr12	47775261	0.4596918192279	0.0317683395433461	0.427923479684554	0.0476736687539945	8.9760970965487	0.152083908954466	0.0333476080186012	0.000000000000000000280541815579373	0.000000000000046043369828175	0.999999999996976
chr11	32437849	0.531339870706896	0.171468304573903	0.359871566132993	0.0378168529927535	9.51616905303971	0.989475163503282	0.236669286341815	0.00000000000000000000179681067793741	0.000000000000000397471208862398	0.999999999996831
chr15	8926950	0.0952062823065415	0.376292025380371	-0.28108574307383	0.0265673561706035	-10.5801172412048	0.132479362058248	0.67779057260782	0.0000000000000000000000000368496834404608	0.0000000000000000000161624414279372	0.999999999995323
chr21	43589479	0.826556840931811	0.430177711853725	0.396379129078086	0.0435135861069562	9.10931882524662	0.0281441065621602	0.0818233558581771	0.0000000000000000000829008205249118	0.0000000000000145442731764761	0.99999999999516
chr1	23965704	0.278519899203738	0.678714829926251	-0.400194930722514	0.0441653075698905	-9.06129613360475	0.193714527432816	0.636117988544091	0.000000000000000000128909512321825	0.0000000000000221576881743362	0.999999999994662
chr12	47775454	0.315728596380717	0.0171134918569702	0.298615104523747	0.0293529627007146	10.173252614002	0.49322009365369	0.0517694334911936	0.00000000000000000000000261043064840309	0.00000000000000000086242756849364	0.999999999993401
chr24	9285244	0.169750213405236	0.540399364747985	-0.37064915134275	0.0402237893836626	-9.21467512191415	0.213427663747116	0.130122371609065	0.0000000000000000000312222337531725	0.00000000000000592734722058843	0.999999999991434
chr4	71133805	0.354067480724833	0.0234343884678778	0.330633092256956	0.0342766511149735	9.64601504236571	0.555538743967521	0.0318035607509769	0.00000000000000000000051103087609736	0.000000000000000127674895019119	0.999999999991434
chr12	47775200	0.498962158271704	0.0365818615160394	0.462380296755664	0.0540677137563675	8.55187439289886	0.130649686673827	0.0321564507530947	0.000000000000000012110552927923	0.00000000000140036899750469	0.999999999989745
chr12	47775230	0.483514921228959	0.0339704817068907	0.449544439522068	0.0521608438558401	8.61842727783507	0.141324313293508	0.0536092275177187	0.00000000000000000678799689851894	0.000000000000830193820601982	0.99999999998967
chr12	47775172	0.512610947720874	0.0395380559898533	0.47307289173102	0.0557588120886537	8.48427134672198	0.103811449883021	0.0312618347239407	0.0000000000000000217074669395495	0.00000000000233003260583523	0.999999999988905
chr14	46273125	0.0298890431658391	0.426485098462366	-0.396596055296527	0.04432993369985	-8.94646172903861	0.0504113254514094	0.231342644237142	0.000000000000000000367059143497584	0.0000000000000587273113928101	0.999999999988891
chr15	17625545	0.450410814021907	0.0147887303715741	0.435622083650333	0.0502277710703971	8.67293280921791	0.771720645523258	0.0507479632190733	0.00000000000000000421130474308495	0.000000000000535658338640303	0.999999999988215
chr15	4733343	0.174277920621236	0.695528147725268	-0.521250227104032	0.0630980545748208	-8.26095559706902	0.0858812416696716	0.0278994478451335	0.000000000000000144510840248471	0.0000000000126330621711959	0.999999999987732
chr8	35117641	0.27907577571896	0.0106432435111995	0.268432532207761	0.0252491145611582	10.6313641833881	0.592343316299621	0.0481346825184715	0.000000000000000000000000021297412089484	0.0000000000000000000104189675840078	0.999999999987282
chr2	40568498	0.474264436013522	0.129078073750085	0.345186362263438	0.0367949231070627	9.38135843521249	0.312856866349541	0.28140897411741	0.0000000000000000000065128139941441	0.00000000000000128434045014251	0.999999999986639
chr2	60760406	0.124869157074782	0.460281311252156	-0.335412154177373	0.0353507507594425	-9.48811968548593	0.0730000443290496	0.153758632784009	0.00000000000000000000235239099068223	0.000000000000000507140969275871	0.999999999986246
chr7	29222479	0.494580055789304	0.00725507477777897	0.487324981011525	0.0582444081623396	8.36689729344053	0.0325990992023022	0.0460547914834901	0.0000000000000000591552164524621	0.00000000000578295829879202	0.999999999985345
chr9	60165498	0.169805334402377	0.546703997004835	-0.376898662602458	0.0417368167016762	-9.03036437341232	0.0636056997225943	0.158382292220734	0.000000000000000000171101119337208	0.0000000000000290176867313024	0.999999999983709
chr6	20040623	0.292175491491611	0.0395701525834834	0.252605338908127	0.0230994978863657	10.9355337570877	0.626792840321901	0.0755180862664962	0.000000000000000000000000000779459328744336	0.000000000000000000000461132996910733	0.999999999980316
chr12	47775266	0.4596918192279	0.0317683395433461	0.427923479684554	0.0496675513023948	8.61575552777295	0.117860522371157	0.0538864523004631	0.0000000000000000069481873931482	0.000000000000845719672588708	0.999999999979768
chr20	29368255	0.528375995928731	0.088140274030909	0.440235721897822	0.0515960503317799	8.53235313685753	0.235545072777675	0.0703599276012537	0.0000000000000000143400535499895	0.00000000000159300260865426	0.999999999978625
chr1	21382113	0.618530793968868	0.154423535361306	0.464107258607562	0.0555704740002409	8.35168795942878	0.0340748778565104	0.0824142883507425	0.0000000000000000672942507498443	0.00000000000653398099555092	0.999999999971647
chr28	22417385	0.487993063461435	0.0528092519269178	0.435183811534517	0.0511598145967287	8.50636021582346	0.354302920348586	0.0881185419479569	0.0000000000000000179478758973942	0.00000000000195118476670672	0.999999999971557
chr20	29365471	0.476077919527317	0.129893558275032	0.346184361252285	0.0375768889861507	9.21269350903089	0.475585197705309	0.0394800349329581	0.0000000000000000000318042108499273	0.00000000000000599310727776029	0.999999999971516
chr21	43589409	0.849068888200381	0.450291520802694	0.398777367397687	0.0456249283294177	8.74033959063923	0.0828166639030829	0.0398187381231999	0.000000000000000002324107550011	0.000000000000328461833355796	0.999999999970952
chr12	47775281	0.4596918192279	0.0317683395433461	0.427923479684554	0.050119198570565	8.53811497169219	0.110284878839966	0.0332232203077459	0.000000000000000013642914074408	0.0000000000015356770745886	0.999999999969826
chr7	29222491	0.494580055789304	0.00725507477777897	0.487324981011525	0.0592141730834491	8.22987058055762	0.0354567364377281	0.0459322357704194	0.00000000000000018741581887315	0.0000000000159989387939253	0.999999999969463
