chr	pos	mu1	mu2	diff	diff.se	stat	phi1	phi2	pval	fdr	postprob.overThreshold	annotation	direction	nearest_gene	dist_to_gene
chr9	45396305	0.284742701357968	0.60888685763297	-0.324144156275002	0.0279337646673157	-11.6040268877281	0.599865173186168	0.407836214753356	0.000000000000000000000000000000393134242016376	0.00000000000000000000000031253027236822	0.999999999999999	Intron	Hypo	LOC_00000595	0
chr18	8990723	0.442961107414384	0.00633449410205983	0.436626613312325	0.0420938745119691	10.3726876742642	0.122751435204097	0.0461464151591299	0.000000000000000000000000330107232384864	0.000000000000000000123494416646034	0.999999999999999	Intron	Hyper	LOC_00020798	0
chr1	39936688	0.653271104051737	0.210581901320748	0.44268920273099	0.0429399554246797	10.3094937652533	0.539870590046299	0.382571232654898	0.000000000000000000000000638366888061116	0.000000000000000000228724770061058	0.999999999999999	TE	Hyper	LOC_00006153	5902
chr18	9527810	0.441653240181046	0.845607794492381	-0.403954554311335	0.0381464484652173	-10.5895717835874	0.261311340187373	0.068168252983214	0.0000000000000000000000000333112183777761	0.0000000000000000000153746912649622	0.999999999999999	Exon	Hypo	LOC_00020811	0
chr1	44945408	0.411781676382128	0.0150680396291245	0.396713636753003	0.0372988157516899	10.6360920248528	0.417084400805279	0.0514910421176145	0.0000000000000000000000000202443130201595	0.0000000000000000000100979697163357	0.999999999999999	Exon	Hyper	LOC_00006220	0
chr18	9527765	0.427109119730973	0.837735695574526	-0.410626575843552	0.0395264349894401	-10.388657007728	0.186249999903227	0.0659414937430255	0.000000000000000000000000279257436864667	0.000000000000000000106030580983671	0.999999999999998	Exon	Hypo	LOC_00020811	0
chr5	42845970	0.518049236815748	0.0220184713854683	0.496030765430279	0.0503632214171031	9.84906746377883	0.260711507420331	0.0605102248479485	0.0000000000000000000000691828770052229	0.0000000000000000209517608639464	0.999999999999998	TE	Hyper	LOC_00015609	949
chr17	8513479	0.46182551396535	0.0777025934356285	0.384122920529722	0.0361919644063146	10.6134863589416	0.187644061032344	0.0480278780843059	0.0000000000000000000000000257941019400005	0.000000000000000000012380715344351	0.999999999999998	Intergenic	Hyper	LOC_00019573	140
chr1	21381876	0.56957125454553	0.0312133402673929	0.538357914278137	0.0560837069229867	9.59918564258603	0.142255747076844	0.0634670787892338	0.00000000000000000000080578533335112	0.000000000000000195223122747827	0.999999999999997	Intron	Hyper	LOC_00005872	0
chr5	42845993	0.518049236815748	0.0220184713854683	0.496030765430279	0.0506717926930374	9.78909051896317	0.264147356579014	0.0358605176210501	0.000000000000000000000125418904972546	0.0000000000000000370993029311876	0.999999999999997	TE	Hyper	LOC_00015609	972
chr18	8990748	0.419906796692177	0.00627462074708952	0.413632175945087	0.0403685338410915	10.2464007628646	0.0709806860760787	0.046212660835012	0.00000000000000000000000122832575688716	0.000000000000000000411150821784262	0.999999999999996	Intron	Hyper	LOC_00020798	0
chr14	46273325	0.0670813850360233	0.46171588240861	-0.394634497372587	0.0379493662807235	-10.3989746351323	0.136688641044948	0.381734879947736	0.000000000000000000000000250615391902872	0.0000000000000000000980834153302124	0.999999999999996	TE	Hypo	LOC_00009652	628
chr12	47775444	0.338200292646734	0.023489131081544	0.31471116156519	0.0277512728851697	11.340422576918	0.632387548873456	0.0539309824176191	0.00000000000000000000000000000827439399657459	0.00000000000000000000000584702420937924	0.999999999999995	Intron	Hyper	LOC_00025855	0
chr5	23963229	0.0862371067256155	0.385849157355617	-0.299612050630002	0.0259588062409354	-11.5418269950154	0.0881511319589104	0.851203758537771	0.000000000000000000000000000000811823659875756	0.000000000000000000000000625819311745097	0.999999999999993	TE	Hypo	LOC_00015280	5291
chr17	8513504	0.46182551396535	0.0777025934356285	0.384122920529722	0.0371996561004471	10.3259804201552	0.147565512392627	0.0381689048843347	0.000000000000000000000000537666786395517	0.000000000000000000198228144064595	0.999999999999989	Intergenic	Hyper	LOC_00019573	115
chr18	8990690	0.458212320015357	0.00636304605155722	0.4518492739638	0.0461734717232611	9.78590643285263	0.0686759164022023	0.0457569128807187	0.000000000000000000000129430294708953	0.0000000000000000378458168777136	0.999999999999987	Intron	Hyper	LOC_00020798	0
chr14	22413937	0.1482270505395	0.501838550785643	-0.353611500246143	0.0333971195192011	-10.5880838029411	0.324023671051126	0.305185603563365	0.0000000000000000000000000338448999325716	0.0000000000000000000153746912649622	0.999999999999984	Intergenic	Hypo	LOC_00009294	29
chr20	29368194	0.528375995928731	0.088140274030909	0.440235721897822	0.0454666073533072	9.68261648547655	0.405796244689954	0.0370295770904033	0.000000000000000000000357448714673353	0.0000000000000000957174964114529	0.999999999999964	Intron	Hyper	LOC_00014662	0
chr18	8990708	0.442961107414384	0.00633449410205983	0.436626613312325	0.0450686343454966	9.68803736019913	0.0850377573821922	0.045839210881239	0.000000000000000000000338979826077248	0.0000000000000000927239875936269	0.99999999999996	Intron	Hyper	LOC_00020798	0
chr18	8990488	0.256153937736517	0.00800077659095619	0.24815316114556	0.0198508403551853	12.5008894689307	0.485942584191137	0.0457974493704782	0.00000000000000000000000000000000000738206661310434	0.00000000000000000000000000000938964472756455	0.999999999999958	Intron	Hyper	LOC_00020798	0
chr13	45559259	0.202743671594141	0.567988413027095	-0.365244741432954	0.0355890538359691	-10.2628393302159	0.27837967895317	0.989475163503282	0.00000000000000000000000103614479605563	0.000000000000000000356196728712234	0.999999999999954	Intron	Hypo	LOC_00010508	0
chr20	795707	0.607330126304274	0.200696771487452	0.406633354816822	0.0413634854782344	9.83073235041553	0.989475163503282	0.257217129323542	0.0000000000000000000000830128797762183	0.0000000000000000248443563941534	0.999999999999938	TE	Hyper	LOC_00014310	715
chr11	20016891	0.50584722292601	0.0495221968042492	0.45632502612176	0.0481510710240679	9.47694446700199	0.2402200496463	0.0903394304796589	0.00000000000000000000261837857974115	0.000000000000000559740426384694	0.999999999999932	Exon	Hyper	LOC_00022738	0
chr18	8990494	0.256153937736517	0.00800077659095619	0.24815316114556	0.0200887725445572	12.3528284565497	0.467563176490823	0.0460297609493212	0.0000000000000000000000000000000000470284217794132	0.0000000000000000000000000000520156182425728	0.999999999999918	Intron	Hyper	LOC_00020798	0
chr14	10731674	0.228651771854568	0.793367241287661	-0.564715469433093	0.0633862610939166	-8.90911468332828	0.137053777514278	0.0278847937860406	0.000000000000000000514416791170378	0.0000000000000802839492694789	0.999999999999886	Intergenic	Hypo	LOC_00009090	3287
chr22	9173445	0.648565730756639	0.105030872583468	0.543534858173171	0.0606851860951267	8.95663164517872	0.0383689444078017	0.102376795978685	0.00000000000000000033474770748826	0.00000000000005389664363062	0.999999999999865	Exon	Hyper	LOC_00008380	0
chr22	9173442	0.648565730756639	0.105030872583468	0.543534858173171	0.0609394503153758	8.91926092802367	0.0319261787033041	0.102376795978685	0.000000000000000000469410224909982	0.0000000000000737120903171625	0.999999999999831	Exon	Hyper	LOC_00008380	0
chr11	45044701	0.505480307095454	0.101722180169879	0.403758126925576	0.0417982144111562	9.65969797068197	0.317879140395604	0.0287861186114688	0.000000000000000000000447180393425965	0.000000000000000114907600369999	0.999999999999817	Intron	Hyper	LOC_00023044	0
chr8	35117069	0.776824585022012	0.381003029107044	0.395821555914968	0.0409608322448107	9.66341585906409	0.0839060420334611	0.267668079705258	0.00000000000000000000043123988380662	0.000000000000000111942252331313	0.999999999999744	TE	Hyper	LOC_00024324	77
chr14	46273286	0.0620534412504437	0.450919740158238	-0.388866298907795	0.0400657087966519	-9.70571370349225	0.118851076891634	0.399052589173253	0.00000000000000000000028507413301912	0.0000000000000000805780028323827	0.99999999999972	TE	Hypo	LOC_00009652	667
chr18	8990750	0.419906796692177	0.00627462074708952	0.413632175945087	0.0435015885002542	9.50843843191312	0.0327698491862734	0.0461172189779105	0.00000000000000000000193545979188404	0.00000000000000042445080393969	0.99999999999972	Intron	Hyper	LOC_00020798	0
chr21	43589620	0.803122398373728	0.392788276076307	0.41033412229742	0.0430485877123198	9.53188348569191	0.0488283170022959	0.0405949510923	0.00000000000000000000154455079951928	0.000000000000000347716219632083	0.999999999999718	TE	Hyper	LOC_00012941	2732
chr18	9527785	0.427109119730973	0.837735695574526	-0.410626575843552	0.0431153038184614	-9.52391701963902	0.100474460757022	0.0320172680385719	0.00000000000000000000166771671797191	0.000000000000000372150517484423	0.999999999999709	Exon	Hypo	LOC_00020811	0
chr18	8990688	0.458212320015357	0.00636304605155722	0.4518492739638	0.0492008536365301	9.18376899112002	0.0400276912627382	0.0456465469593759	0.0000000000000000000416261007322444	0.00000000000000761819573454974	0.99999999999957	Intron	Hyper	LOC_00020798	0
chr17	8513441	0.482526460155249	0.0910230350232241	0.391503425132025	0.0407658777585998	9.60370404509284	0.0745890381122729	0.130180158486228	0.000000000000000000000771219693242559	0.000000000000000190476798245986	0.999999999999568	Intergenic	Hyper	LOC_00019573	178
chr14	46273232	0.0298890431658391	0.426485098462366	-0.396596055296527	0.041591761250729	-9.53544748696054	0.0362860440246188	0.332905487557611	0.00000000000000000000149240528128692	0.000000000000000343904322700249	0.999999999999502	TE	Hypo	LOC_00009652	721
chr13	15306238	0.386637458985542	0.0140744823482494	0.372562976637292	0.0384354122485581	9.69322181919016	0.467410413458375	0.0462696140407565	0.000000000000000000000322201059000241	0.0000000000000000890923331475994	0.999999999999336	Intron	Hyper	LOC_00010075	0
chr22	9173377	0.648565730756639	0.105030872583468	0.543534858173171	0.0625626529479157	8.68784862153579	0.0372431050686958	0.0804077389255743	0.00000000000000000369367519212656	0.000000000000476303163558589	0.999999999999327	Exon	Hyper	LOC_00008380	0
chr5	23963492	0.274029752358795	0.596096372481065	-0.32206662012227	0.031400085683862	-10.2568707412093	0.638257606106253	0.989475163503282	0.00000000000000000000000110220744466031	0.000000000000000000373855068464265	0.999999999999237	Intergenic	Hypo	LOC_00015280	5028
chr13	12120807	0.656330943250467	0.272330809049681	0.384000134200786	0.0401767997387998	9.55775812651268	0.297258352813885	0.0775377601272185	0.00000000000000000000120335073071046	0.000000000000000283478048010154	0.999999999999218	Exon	Hyper	LOC_00010031	0
chr13	15306272	0.386637458985542	0.0140744823482494	0.372562976637292	0.0386242282411262	9.6458361397263	0.433537552231876	0.04564511972086	0.000000000000000000000511922814623166	0.000000000000000127674895019119	0.999999999999148	Intron	Hyper	LOC_00010075	0
chr17	8513521	0.46182551396535	0.0777025934356285	0.384122920529722	0.0404189217446783	9.50354200332662	0.0455507528732396	0.0461559788789742	0.00000000000000000000202869877798848	0.000000000000000441095779186032	0.999999999998963	Intergenic	Hyper	LOC_00019573	98
chr3	29328942	0.121501329946978	0.512706871049624	-0.391205541102646	0.0414367952257685	-9.4410182778654	0.091780755793985	0.989475163503282	0.00000000000000000000369174045136976	0.000000000000000769790462137263	0.99999999999895	TE	Hypo	LOC_00018452	19556
chr18	8990730	0.442961107414384	0.00633449410205983	0.436626613312325	0.0479080859395334	9.11383965252562	0.0440242986213942	0.0460454454944319	0.0000000000000000000795167913688171	0.0000000000000140474518248136	0.999999999998941	Intron	Hyper	LOC_00020798	0
chr3	29328911	0.121501329946978	0.512706871049624	-0.391205541102646	0.0415083142124118	-9.42475136669529	0.101008894058648	0.989475163503282	0.00000000000000000000431125763367588	0.000000000000000881205663387486	0.999999999998855	TE	Hypo	LOC_00018452	19525
chr18	8990728	0.442961107414384	0.00633449410205983	0.436626613312325	0.0480139768236243	9.09373982738899	0.0480818498689808	0.0460454454944319	0.0000000000000000000956896674110353	0.0000000000000166729860011419	0.999999999998817	Intron	Hyper	LOC_00020798	0
chr6	42226057	0.018577189203131	0.32408146843137	-0.305504279228239	0.029406137345847	-10.3891332491306	0.0608228866933834	0.590775709739951	0.00000000000000000000000027786667668447	0.000000000000000000106030580983671	0.999999999998611	Intron	Hypo	LOC_00007838	0
chr1	21381891	0.56957125454553	0.0312133402673929	0.538357914278137	0.0631127182698932	8.5301018405818	0.0775607754241427	0.0359218402957371	0.0000000000000000146218937999332	0.00000000000161024827127826	0.999999999998116	Intron	Hyper	LOC_00005872	0
chr9	24665557	0.333327497183532	0.697491508709437	-0.364164011525905	0.0380366102762357	-9.57403956033973	0.236175706149435	0.279129687408869	0.0000000000000000000010280837986233	0.000000000000000246731072291287	0.999999999998108	Exon	Hypo	LOC_00000369	0
chr8	35117095	0.767849742388476	0.340499706370148	0.427350036018327	0.0472210331257327	9.04999335530096	0.06837962731921	0.149351038131129	0.00000000000000000014297704037123	0.0000000000000244107560566609	0.99999999999793	TE	Hyper	LOC_00024324	103
chr6	42226030	0.018577189203131	0.32408146843137	-0.305504279228239	0.029671154555097	-10.2963394518721	0.0633613121869799	0.590775709739951	0.000000000000000000000000731937210877955	0.000000000000000000255065759989789	0.999999999997836	Intron	Hypo	LOC_00007838	0
chr12	47775272	0.4596918192279	0.0317683395433461	0.427923479684554	0.0475491526272279	8.99960264359188	0.152083908954466	0.0538864523004631	0.000000000000000000226536090478335	0.0000000000000379135987508718	0.999999999997335	Exon	Hyper	LOC_00025855	0
chr12	47775261	0.4596918192279	0.0317683395433461	0.427923479684554	0.0476736687539945	8.9760970965487	0.152083908954466	0.0333476080186012	0.000000000000000000280541815579373	0.000000000000046043369828175	0.999999999996976	Exon	Hyper	LOC_00025855	0
chr11	32437849	0.531339870706896	0.171468304573903	0.359871566132993	0.0378168529927535	9.51616905303971	0.989475163503282	0.236669286341815	0.00000000000000000000179681067793741	0.000000000000000397471208862398	0.999999999996831	Intergenic	Hyper	LOC_00022883	526
chr15	8926950	0.0952062823065415	0.376292025380371	-0.28108574307383	0.0265673561706035	-10.5801172412048	0.132479362058248	0.67779057260782	0.0000000000000000000000000368496834404608	0.0000000000000000000161624414279372	0.999999999995323	TE	Hypo	LOC_00011736	1189
chr21	43589479	0.826556840931811	0.430177711853725	0.396379129078086	0.0435135861069562	9.10931882524662	0.0281441065621602	0.0818233558581771	0.0000000000000000000829008205249118	0.0000000000000145442731764761	0.99999999999516	Intergenic	Hyper	LOC_00012941	2591
chr1	23965704	0.278519899203738	0.678714829926251	-0.400194930722514	0.0441653075698905	-9.06129613360475	0.193714527432816	0.636117988544091	0.000000000000000000128909512321825	0.0000000000000221576881743362	0.999999999994662	Intron	Hypo	LOC_00005902	0
chr12	47775454	0.315728596380717	0.0171134918569702	0.298615104523747	0.0293529627007146	10.173252614002	0.49322009365369	0.0517694334911936	0.00000000000000000000000261043064840309	0.00000000000000000086242756849364	0.999999999993401	Intron	Hyper	LOC_00025855	0
