gene_id	chr	tss	width	n_C	n_G	n_CpG	gc_pct	cpg_oe	weber_class
LOC_00005653	chr1	4604482	2001	462	374	63	41.7791104447776	0.729581915410792	ICP
LOC_00005654	chr1	4702478	2001	545	410	70	47.7261369315342	0.626851644663236	ICP
LOC_00005655	chr1	4767094	2001	444	448	79	44.5777111444278	0.794718267374517	ICP
LOC_00005656	chr1	4929810	2001	347	382	54	36.431784107946	0.815169666701872	ICP
LOC_00005657	chr1	4939259	2001	339	348	45	34.3328335832084	0.763274336283186	ICP
LOC_00005658	chr1	4969523	2001	364	424	52	39.3803098450775	0.674191374663073	ICP
LOC_00005659	chr1	5323720	2001	469	412	75	44.0279860069965	0.776673152959199	ICP
LOC_00005660	chr1	5348696	2001	684	285	56	48.4257871064468	0.574823022468452	ICP
LOC_00005661	chr1	5383367	2001	484	421	53	45.2273863068466	0.520469759133115	ICP
LOC_00005662	chr1	5419719	2001	382	418	75	39.9800099950025	0.939871990781332	ICP
LOC_00005663	chr1	5464289	2001	604	284	56	44.3778110944528	0.653250629605447	ICP
LOC_00005664	chr1	6115186	2001	392	457	77	42.4287856071964	0.860073460456393	ICP
LOC_00005665	chr1	6165686	2001	524	454	110	48.8755622188906	0.925236237683694	ICP
LOC_00005666	chr1	6175399	2001	522	409	83	46.5267366316842	0.777913610431948	ICP
LOC_00005667	chr1	6254407	2001	322	328	60	32.4837581209395	1.13675958188153	ICP
LOC_00005668	chr1	6292006	2001	421	398	65	40.9295352323838	0.776238675563089	ICP
LOC_00005669	chr1	6376454	2001	372	353	39	36.231884057971	0.594284017179932	ICP
LOC_00005670	chr1	6420589	2001	390	347	54	36.8315842078961	0.798448237641321	ICP
LOC_00005671	chr1	6409172	2001	400	379	18	38.9305347326337	0.237585751978892	LCP
LOC_00005672	chr1	6417456	2001	374	427	64	40.0299850074963	0.801913611942542	ICP
LOC_00005673	chr1	6620448	2001	344	398	44	37.0814592703648	0.643070001168634	ICP
LOC_00005674	chr1	6657467	2001	463	442	102	45.2273863068466	0.997341751121449	ICP
LOC_00005675	chr1	6660959	2001	407	388	49	39.7301349325337	0.620893386357304	ICP
LOC_00005676	chr1	6681754	2001	334	383	36	35.832083958021	0.563124403933647	ICP
LOC_00005677	chr1	6677286	2001	370	342	16	35.5822088955522	0.253010905642485	LCP
LOC_00005678	chr1	6833447	2001	449	443	71	44.5777111444278	0.714258422277748	ICP
XLOC_012402U_lncRNA	chr1	6842636	2001	328	466	29	39.68015992004	0.379651680100492	LCP
LOC_00005679	chr1	6875457	2001	333	329	15	33.0834582708646	0.273966976094636	LCP
LOC_00005680	chr1	6892982	2001	460	369	56	41.4292853573213	0.660162601626016	ICP
LOC_00005681	chr1	6939710	2001	377	422	51	39.9300349825087	0.641450966095516	ICP
LOC_00005682	chr1	7269549	2001	418	404	60	41.0794602698651	0.71095267421479	ICP
LOC_00005683	chr1	7279933	2001	405	420	59	41.2293853073463	0.694056437389771	ICP
XLOC_013477U_lncRNA	chr1	7301652	2001	421	389	24	40.47976011994	0.293242310815844	LCP
LOC_00005684	chr1	7514706	2001	373	397	56	38.4807596201899	0.756720983785901	ICP
LOC_00005685	chr1	7394388	2001	334	490	48	41.1794102948526	0.58687522913357	ICP
LOC_00005686	chr1	7461667	2001	395	357	36	37.5812093953024	0.510839272417828	ICP
LOC_00005687	chr1	7490918	2001	418	408	56	41.2793603198401	0.657050379960597	ICP
LOC_00005688	chr1	7592007	2001	407	393	52	39.9800099950025	0.650524223043307	ICP
LOC_00005689	chr1	7652271	2001	416	403	59	40.9295352323838	0.70420762550105	ICP
LOC_00005690	chr1	7690029	2001	341	384	51	36.231884057971	0.779348423753666	ICP
LOC_00005691	chr1	7710128	2001	339	417	22	37.7811094452774	0.311411048152628	LCP
LOC_00005692	chr1	7741730	2001	427	426	71	42.6286856571714	0.781030444964871	ICP
LOC_00005693	chr1	7765948	2001	386	344	47	36.4817591204398	0.708270574768044	ICP
LOC_00005694	chr1	7779038	2001	334	412	22	37.2813593203398	0.319908726236847	LCP
LOC_00005695	chr1	7792853	2001	392	356	59	37.3813093453273	0.845985725750975	ICP
LOC_00005696	chr1	7799721	2001	383	458	52	42.0289855072464	0.593179563774841	ICP
LOC_00005697	chr1	7821010	2001	384	369	54	37.6311844077961	0.762576219512195	ICP
LOC_00005698	chr1	7842331	2001	425	450	78	43.728135932034	0.816094117647059	ICP
LOC_00005699	chr1	8440391	2001	506	415	89	46.0269865067466	0.848083242059146	ICP
XLOC_013486U_lncRNA	chr1	8573072	2001	445	305	6	37.4812593703149	0.0884582796095045	LCP
XLOC_013487U_lncRNA	chr1	8772138	2001	393	346	43	36.9315342328836	0.632771477739046	ICP
LOC_00005700	chr1	8793238	2001	422	475	78	44.8275862068966	0.778638064355201	ICP
LOC_00005701	chr1	9210021	2001	475	401	81	43.7781109445277	0.850930568316052	ICP
LOC_00005702	chr1	9239631	2001	449	457	72	45.2773613193403	0.702129214934233	ICP
LOC_00005703	chr1	9249520	2001	344	373	56	35.832083958021	0.873308809776171	ICP
LOC_00005704	chr1	9402782	2001	421	356	66	38.8305847076462	0.881168432570925	ICP
LOC_00005705	chr1	9555114	2001	489	476	86	48.2258870564718	0.739315358045059	ICP
LOC_00005706	chr1	9725778	2001	490	485	117	48.7256371814093	0.985133599831685	ICP
LOC_00005707	chr1	9729667	2001	483	519	120	50.0749625187406	0.957886044591247	ICP
LOC_00005708	chr1	10196955	2001	437	379	64	40.7796101949026	0.77322594084155	ICP
LOC_00005709	chr1	10227671	2001	337	380	48	35.832083958021	0.750023426518819	ICP
LOC_00005710	chr1	10273658	2001	462	495	116	47.8260869565218	1.01498097861734	ICP
XLOC_012420U_lncRNA	chr1	10357605	2001	363	341	30	35.1824087956022	0.484961586001309	ICP
LOC_00005711	chr1	10538927	2001	381	401	67	39.0804597701149	0.877510947041844	ICP
LOC_00005712	chr1	10782611	2001	380	351	58	36.5317341329335	0.870130454340981	ICP
LOC_00005713	chr1	10706430	2001	460	270	53	36.4817591204398	0.853888888888889	ICP
XLOC_012423U_lncRNA	chr1	10748088	2001	478	310	56	39.3803098450775	0.756215413686058	ICP
LOC_00005714	chr1	10782584	2001	377	355	59	36.5817091454273	0.882123510292524	ICP
LOC_00005715	chr1	10825536	2001	382	397	60	38.9305347326337	0.791670513141757	ICP
LOC_00005716	chr1	10887484	2001	404	441	70	42.2288855572214	0.786185761433286	ICP
LOC_00005717	chr1	10945781	2001	408	460	75	43.3783108445777	0.799632352941177	ICP
LOC_00005718	chr1	11090175	2001	493	502	89	49.7251374312844	0.719592219357863	ICP
LOC_00005719	chr1	11145414	2001	462	351	45	40.6296851574213	0.555278055278055	ICP
LOC_00005720	chr1	11155727	2001	351	375	58	36.2818590704648	0.881732193732194	ICP
LOC_00005721	chr1	11194598	2001	382	369	33	37.5312343828086	0.4684586898225	LCP
LOC_00005722	chr1	11194509	2001	388	350	27	36.8815592203898	0.397842415316642	LCP
LOC_00005723	chr1	11221796	2001	385	418	65	40.1299350324838	0.80820853787361	ICP
LOC_00005724	chr1	11377178	2001	380	389	36	38.4307846076962	0.487322419158436	ICP
LOC_00005725	chr1	11392941	2001	415	391	69	40.279860069965	0.850885896527286	ICP
LOC_00005726	chr1	11556959	2001	313	549	49	43.0784607696152	0.570593062029714	ICP
LOC_00005727	chr1	11542289	2001	530	517	115	52.3238380809595	0.839805116601584	ICP
LOC_00005728	chr1	11569854	2001	401	382	66	39.1304347826087	0.862150905458866	ICP
LOC_00005729	chr1	11601556	2001	416	340	40	37.7811094452774	0.565893665158371	ICP
LOC_00005730	chr1	11634457	2001	323	431	58	37.6811594202899	0.833672142687824	ICP
LOC_00005731	chr1	11650978	2001	418	366	55	39.1804097951025	0.719370146678171	ICP
LOC_00005732	chr1	11727307	2001	345	350	21	34.7326336831584	0.348	LCP
LOC_00005733	chr1	11730233	2001	340	456	19	39.7801099450275	0.245220588235294	LCP
LOC_00005734	chr1	11750776	2001	365	345	32	35.4822588705647	0.508493150684932	ICP
LOC_00005735	chr1	11750818	2001	360	352	32	35.5822088955522	0.50530303030303	ICP
LOC_00005736	chr1	11764194	2001	365	389	52	37.6811594202899	0.732837975842519	ICP
LOC_00005737	chr1	11807142	2001	344	326	45	33.4832583708146	0.80294086174918	ICP
LOC_00005738	chr1	11818260	2001	444	371	48	40.7296351824088	0.583084432141036	ICP
LOC_00005739	chr1	11906640	2001	410	395	59	40.2298850574713	0.728984254399506	ICP
LOC_00005740	chr1	11973412	2001	398	385	20	39.1304347826087	0.261176009919729	LCP
LOC_00005741	chr1	12067075	2001	436	286	35	36.0819590204898	0.561645922884455	ICP
LOC_00005742	chr1	12081004	2001	419	492	87	45.5272363818091	0.844475813493219	ICP
LOC_00005743	chr1	12093377	2001	419	371	77	39.480259870065	0.991173954158599	ICP
LOC_00005744	chr1	12128286	2001	375	520	86	44.7276361819091	0.882492307692308	ICP
LOC_00005746	chr1	12239465	2001	279	379	42	32.8835582208896	0.794791046046472	ICP
LOC_00005745	chr1	12153016	2001	378	413	38	39.5302348825587	0.487067143241477	ICP
LOC_00005747	chr1	12268582	2001	450	359	66	40.4297851074463	0.817493036211699	ICP
LOC_00005748	chr1	12340098	2001	522	496	87	50.8745627186407	0.672379032258065	ICP
LOC_00005749	chr1	12351663	2001	738	311	18	52.423788105947	0.156928868324053	LCP
LOC_00005750	chr1	12538084	2001	366	421	54	39.3303348325837	0.701257739184611	ICP
LOC_00005751	chr1	12546029	2001	338	345	35	34.1329335332334	0.600591715976331	ICP
LOC_00005752	chr1	12601600	2001	413	347	26	37.9810094952524	0.363028657953681	LCP
LOC_00005753	chr1	12610782	2001	385	343	41	36.3818090954523	0.621263867328007	ICP
LOC_00005754	chr1	12620857	2001	380	375	45	37.7311344327836	0.631894736842105	ICP
LOC_00005755	chr1	12639110	2001	405	355	33	37.9810094952524	0.459280125195618	LCP
LOC_00005756	chr1	12639291	2001	405	358	38	38.1309345327336	0.524436168011587	ICP
LOC_00005757	chr1	12963346	2001	376	380	65	37.7811094452774	0.910309350503919	ICP
LOC_00005758	chr1	13205100	2001	361	369	51	36.4817591204398	0.766096885345585	ICP
LOC_00005759	chr1	13226913	2001	326	429	31	37.7311344327836	0.443541121455232	LCP
XLOC_013521U_lncRNA	chr1	13307577	2001	420	464	11	44.1779110444778	0.112946428571429	LCP
LOC_00005760	chr1	13346167	2001	336	366	53	35.0824587706147	0.862387782982045	ICP
LOC_00005761	chr1	13370208	2001	395	398	61	39.6301849075462	0.776420075058839	ICP
LOC_00005762	chr1	13374082	2001	385	398	53	39.1304347826087	0.692116426287281	ICP
LOC_00005763	chr1	13411930	2001	371	360	41	36.5317341329335	0.6142632524708	ICP
LOC_00005764	chr1	13469939	2001	436	343	54	38.9305347326337	0.722537245566641	ICP
LOC_00005765	chr1	13498075	2001	412	376	50	39.3803098450775	0.64585054740756	ICP
LOC_00005766	chr1	13556049	2001	407	368	64	38.7306346826587	0.855036855036855	ICP
LOC_00005767	chr1	13575281	2001	446	423	92	43.4282858570715	0.975797474795662	ICP
LOC_00005768	chr1	13604012	2001	360	386	44	37.2813593203398	0.633592400690846	ICP
LOC_00005769	chr1	13687287	2001	415	386	79	40.0299850074963	0.986821898994944	ICP
LOC_00005770	chr1	13757625	2001	468	384	60	42.5787106446777	0.66806891025641	ICP
LOC_00005771	chr1	14028504	2001	457	427	67	44.1779110444778	0.68703334546144	ICP
LOC_00005772	chr1	14041639	2001	351	416	62	38.3308345827087	0.849646614069691	ICP
LOC_00005773	chr1	14173601	2001	398	378	52	38.7806096951524	0.691632767009652	ICP
LOC_00005774	chr1	14400809	2001	305	395	30	34.9825087456272	0.498277650964931	ICP
LOC_00005775	chr1	14417262	2001	353	392	50	37.2313843078461	0.723030005203215	ICP
LOC_00005776	chr1	14451039	2001	350	397	59	37.3313343328336	0.849650953580425	ICP
LOC_00005777	chr1	14463417	2001	470	415	61	44.2278860569715	0.625793386311202	ICP
LOC_00005778	chr1	14525319	2001	381	364	35	37.2313843078461	0.504996971532405	ICP
LOC_00005779	chr1	14598483	2001	421	397	58	40.8795602198901	0.694388435834076	ICP
LOC_00005780	chr1	14717079	2001	339	416	64	37.7311344327836	0.908100748808713	ICP
LOC_00005781	chr1	14852117	2001	390	420	44	40.47976011994	0.537509157509158	ICP
LOC_00005782	chr1	14894466	2001	458	384	77	42.0789605197401	0.876074645196507	ICP
XLOC_013529U_lncRNA	chr1	14970897	2001	421	394	70	40.7296351824088	0.844436138273629	ICP
LOC_00005783	chr1	14989853	2001	303	411	35	35.6821589205397	0.562381055623811	ICP
LOC_00005784	chr1	15061918	2001	431	452	70	44.127936031984	0.719000882902491	ICP
LOC_00005785	chr1	15126718	2001	414	365	51	38.9305347326337	0.675342465753425	ICP
LOC_00005786	chr1	15258986	2001	340	346	48	34.2828585707146	0.816456987419245	ICP
LOC_00005787	chr1	15298481	2001	436	404	38	41.9790104947526	0.431680897447543	LCP
LOC_00005788	chr1	15303873	2001	321	307	33	31.384307846077	0.670066059849615	ICP
LOC_00005790	chr1	15309168	2001	345	388	55	36.631684157921	0.822164948453608	ICP
LOC_00005789	chr1	15312070	2001	516	400	48	45.7771114442779	0.465348837209302	LCP
LOC_00005791	chr1	15450355	2001	376	338	57	35.6821589205397	0.897464748835453	ICP
LOC_00005792	chr1	15458304	2001	342	411	53	37.6311844077961	0.754492679387032	ICP
LOC_00005793	chr1	15478791	2001	419	471	72	44.4777611194403	0.730036635604944	ICP
LOC_00005794	chr1	15498586	2001	376	414	70	39.480259870065	0.899822695035461	ICP
LOC_00005795	chr1	15499553	2001	436	392	72	41.3793103448276	0.842960119827748	ICP
LOC_00005796	chr1	15501392	2001	433	393	72	41.2793603198401	0.846640692488056	ICP
LOC_00005797	chr1	15503194	2001	425	395	71	40.9795102448776	0.846290394638868	ICP
LOC_00005798	chr1	15526978	2001	385	365	59	37.4812593703149	0.840128091086995	ICP
LOC_00005799	chr1	15519536	2001	349	396	39	37.2313843078461	0.564665277415994	ICP
XLOC_013538U_lncRNA	chr1	15573070	2001	427	401	18	41.3793103448276	0.210352339292285	LCP
LOC_00005800	chr1	15668987	2001	438	386	69	41.1794102948526	0.816647739371141	ICP
LOC_00005801	chr1	15804417	2001	378	332	35	35.4822588705647	0.558065595716198	ICP
LOC_00005802	chr1	15811540	2001	363	379	44	37.0814592703648	0.639961621491965	ICP
LOC_00005803	chr1	15865957	2001	406	429	70	41.7291354322839	0.804195804195804	ICP
LOC_00005804	chr1	15929144	2001	411	317	21	36.3818090954523	0.322526422436621	LCP
LOC_00005805	chr1	15931136	2001	349	408	51	37.8310844577711	0.716690544412607	ICP
LOC_00005806	chr1	15987172	2001	363	402	58	38.2308845577211	0.795320916080753	ICP
LOC_00005807	chr1	15997628	2001	432	421	59	42.6286856571714	0.649132356822381	ICP
LOC_00005808	chr1	16723419	2001	418	417	62	41.7291354322839	0.711748304705518	ICP
LOC_00005809	chr1	16931354	2001	391	408	49	39.9300349825087	0.61461937716263	ICP
LOC_00005810	chr1	17050441	2001	388	385	48	38.6306846576712	0.642977640915785	ICP
LOC_00005811	chr1	17102621	2001	375	392	52	38.3308345827087	0.707836734693878	ICP
LOC_00005812	chr1	18152562	2001	363	445	59	40.3798100949525	0.730857089794781	ICP
LOC_00005813	chr1	17732133	2001	511	383	73	44.6776611694153	0.746363297277135	ICP
LOC_00005814	chr1	17994404	2001	419	387	41	40.279860069965	0.505948086066863	ICP
LOC_00005815	chr1	18384285	2001	411	405	59	40.7796101949026	0.709254753536992	ICP
LOC_00005816	chr1	18455281	2001	362	342	23	35.1824087956022	0.37174081612872	LCP
LOC_00005817	chr1	18586356	2001	295	406	35	35.0324837581209	0.584745762711864	ICP
LOC_00005818	chr1	18614898	2001	369	433	65	40.07996001999	0.814040819392028	ICP
LOC_00005819	chr1	18640601	2001	363	367	37	36.4817591204398	0.555745715765533	ICP
LOC_00005820	chr1	18647546	2001	361	378	40	36.9315342328836	0.586554104559645	ICP
LOC_00005821	chr1	18702201	2001	429	386	97	40.7296351824088	1.17212580165948	ICP
LOC_00005822	chr1	18831655	2001	380	376	51	37.7811094452774	0.714242721164614	ICP
LOC_00005823	chr1	18838576	2001	376	390	56	38.2808595702149	0.764157119476268	ICP
LOC_00005824	chr1	18847035	2001	279	359	14	31.8840579710145	0.27968969958367	LCP
LOC_00005825	chr1	18973075	2001	340	399	53	36.9315342328836	0.781755860238832	ICP
LOC_00005827	chr1	19028711	2001	354	374	59	36.3818090954523	0.891711229946524	ICP
LOC_00005826	chr1	19011135	2001	395	404	25	39.9300349825087	0.313479132723399	LCP
XLOC_012497U_lncRNA	chr1	19030306	2001	393	421	63	40.679660169915	0.761926347663687	ICP
LOC_00005828	chr1	19057648	2001	433	412	37	42.2288855572214	0.415014910648221	LCP
LOC_00005829	chr1	19106228	2001	392	382	66	38.6806596701649	0.881945186451544	ICP
LOC_00005830	chr1	19113380	2001	288	532	63	40.9795102448776	0.822779605263158	ICP
LOC_00005831	chr1	19175547	2001	388	352	53	36.9815092453773	0.776512710871603	ICP
LOC_00005832	chr1	19196759	2001	351	371	50	36.0819590204898	0.768309258875297	ICP
LOC_00005833	chr1	19183654	2001	387	378	67	38.2308845577211	0.916471842828432	ICP
LOC_00005834	chr1	19211939	2001	388	365	58	37.6311844077961	0.819502895071318	ICP
LOC_00005835	chr1	19243474	2001	343	382	46	36.231884057971	0.702501793537161	ICP
LOC_00005836	chr1	19300961	2001	424	371	52	39.7301349325337	0.661470782688298	ICP
LOC_00005837	chr1	19301037	2001	433	370	53	40.1299350324838	0.661962424318083	ICP
LOC_00005838	chr1	19321515	2001	335	350	34	34.2328835582209	0.580247334754797	ICP
LOC_00005839	chr1	19353822	2001	388	291	32	33.9330334832584	0.567116590498459	ICP
LOC_00005840	chr1	19360441	2001	402	346	47	37.3813093453273	0.676149598826676	ICP
LOC_00005841	chr1	19400901	2001	385	388	51	38.6306846576712	0.683163743473022	ICP
LOC_00005842	chr1	19406283	2001	394	344	45	36.8815592203898	0.664362235863534	ICP
LOC_00005843	chr1	19450698	2001	381	300	52	34.0329835082459	0.910341207349081	ICP
LOC_00005844	chr1	19466341	2001	419	313	40	36.5817091454273	0.61030751751851	ICP
LOC_00005845	chr1	19500703	2001	380	354	44	36.6816591704148	0.654504906333631	ICP
LOC_00005846	chr1	19585609	2001	303	372	25	33.7331334332834	0.443814542744597	LCP
LOC_00005847	chr1	19624566	2001	411	381	36	39.5802098950525	0.460026438301052	LCP
LOC_00005848	chr1	19631700	2001	371	444	70	40.7296351824088	0.850331463539011	ICP
LOC_00005849	chr1	19666836	2001	375	310	44	34.2328835582209	0.757367741935484	ICP
LOC_00005850	chr1	19718369	2001	441	436	90	43.8280859570215	0.936622355364164	ICP
LOC_00005851	chr1	19730195	2001	470	413	69	44.127936031984	0.711292566070785	ICP
XLOC_013575U_lncRNA	chr1	19753686	2001	476	435	75	45.5272363818091	0.724789915966387	ICP
LOC_00005852	chr1	19755866	2001	385	398	40	39.1304347826087	0.522352019839457	ICP
LOC_00005853	chr1	19824099	2001	368	338	39	35.2823588205897	0.627403846153846	ICP
LOC_00005854	chr1	19828490	2001	350	371	49	36.031984007996	0.755094339622642	ICP
LOC_00005855	chr1	19847042	2001	363	396	51	37.9310344827586	0.709929877285249	ICP
XLOC_012513U_lncRNA	chr1	19839717	2001	346	304	21	32.4837581209395	0.399499923942805	LCP
XLOC_013581U_lncRNA	chr1	19867405	2001	381	335	28	35.7821089455272	0.438970501821601	LCP
XLOC_013582U_lncRNA	chr1	19954084	2001	387	357	54	37.1814092953523	0.782098886066054	ICP
LOC_00005856	chr1	19944158	2001	342	369	48	35.5322338830585	0.76108971616032	ICP
LOC_00005857	chr1	19945012	2001	388	401	63	39.4302848575712	0.810236007918349	ICP
XLOC_013584U_lncRNA	chr1	19963085	2001	380	434	59	40.679660169915	0.715856172689789	ICP
XLOC_012518U_lncRNA	chr1	19965552	2001	380	444	53	41.1794102948526	0.628573968705548	ICP
XLOC_013587U_lncRNA	chr1	20041579	2001	375	424	52	39.9300349825087	0.654415094339623	ICP
LOC_00005858	chr1	20030336	2001	363	336	15	34.9325337331334	0.246089138134593	LCP
XLOC_012521U_lncRNA	chr1	20044489	2001	367	388	47	37.7311344327836	0.660460968004719	ICP
XLOC_013591U_lncRNA	chr1	20127305	2001	364	380	52	37.1814092953523	0.752255639097744	ICP
XLOC_012524U_lncRNA	chr1	20163913	2001	383	440	50	41.1294352823588	0.59369807737954	ICP
XLOC_013596U_lncRNA	chr1	20213240	2001	355	375	47	36.4817591204398	0.706456338028169	ICP
LOC_00005859	chr1	20233886	2001	380	411	55	39.5302348825587	0.704667691125624	ICP
