motif_id	motif_name	tf_class	methyl_sens	odds_ratio	pvalue	n_dmp_hits	n_total_hits	fdr	log2OR
MA1726.2	ZNF331	More than 3 adjacent zinc fingers	Unknown	167.198850186374	0	1646	20233	0	7.38542111592486
MA0014.4	PAX5	Paired domain only	Unknown	167.16409464109	0	1447	16023	0	7.38512119242089
MA0691.1	TFAP4	bHLH-ZIP	MethylMinus	167.044037113989	0	1377	14710	0	7.38408467421583
MA1960.2	MGA::EVX1	TBX6-related factors	Unknown	166.986059750834	0	1438	15856	0	7.383583859134
MA2003.2	NKX2-4	NK	Unknown	166.98255261318	0	1643	20184	0	7.38355355850147
MA1624.2	Stat5a	STAT factors	Unknown	166.921538049114	0	1535	17729	0	7.38302630883642
MA1647.3	Prdm4	Factors with multiple dispersed zinc fingers	Unknown	166.899953572389	0	1631	19906	0	7.38283974315173
MA1489.1	FOXN3	FOX	MethylMinus	166.892896084166	0	1602	19228	0	7.3827787364329
MA0860.1	Rarg	Thyroid hormone receptor-related factors (NR1)	Unknown	166.827662279155	0	1574	18598	0	7.38221471671145
MA2100.1	ZSCAN16	More than 3 adjacent zinc fingers	Unknown	166.729905166262	0	1437	15860	0	7.38136908333488
MA0665.1	MSC	Tal-related	Unknown	166.558538504222	0	1633	19988	0	7.37988550441109
MA2300.1	CG8319	More than 3 adjacent zinc fingers	Unknown	166.54957130991	0	1603	19288	0	7.37980783036842
MA1656.2	ZNF449	More than 3 adjacent zinc fingers	Unknown	166.492104796901	0	1723	22184	0	7.37930995481647
MA1146.2	NR1H4::RXRA	Thyroid hormone receptor-related factors (NR1)	Unknown	166.483277669038	0	1540	17882	0	7.37923346355454
MA1646.2	OSR2	More than 3 adjacent zinc fingers	Unknown	166.327072605243	0	1603	19312	0	7.37787920106084
MA2233.1	Fer1	Tal-related	Unknown	166.231082490066	0	1529	17669	0	7.3770463574522
MA2339.1	Nanog	NK	MethylPlus	166.04512095004	0	1656	20609	0	7.37543152125975
MA1641.2	MYF5	MyoD/ASC-related factors	Unknown	165.993272475495	0	1376	14773	0	7.37498096169078
MA1470.2	BACH2	Jun-related	MethylMinus	165.934642520615	0	1316	13740	0	7.37447130195919
MA0629.2	Rhox11	Paired-related HD factors	Unknown	165.737521833745	0	1532	17784	0	7.37275644553498
MA1951.2	FOS	Fos-related	MethylMinus	165.709468239471	0	1374	14760	0	7.3725122268053
MA1129.1	FOSL1::JUN	Fos-related	MethylMinus	165.677594037994	0	1130	10901	0	7.37223469785031
MA0863.1	MTF1	More than 3 adjacent zinc fingers	Unknown	165.548317201038	0	1747	23009	0	7.37110853558631
MA2294.1	Xrp1	""	Unknown	165.467950745802	0	1211	12097	0	7.37040800029589
MA1600.2	ZNF684	More than 3 adjacent zinc fingers	Unknown	165.433780752366	0	1692	21490	0	7.37011004549203
MA1442.1	mab-5	HOX	Unknown	165.326847523354	0	1512	17395	0	7.36917721351997
MA2284.1	ss	PAS domain factors	Unknown	165.268075462796	0	1563	18515	0	7.36866425850883
MA0859.2	Rarg	Thyroid hormone receptor-related factors (NR1)	Unknown	165.136953350504	0	1633	20151	0	7.36751918373944
MA1947.2	ETV5::FOXO1	Ets-related	MethylMinus	164.933728599935	0	1615	19745	0	7.36574264681621
MA2291.1	vri	CEBP-related	Unknown	164.929437811353	0	1270	13054	0	7.36570511428733
MA1102.3	CTCFL	More than 3 adjacent zinc fingers	Unknown	164.628894748289	0	1656	20785	0	7.36307376157057
MA1537.2	NR2F1	RXR-related receptors (NR2)	Unknown	164.509095240464	0	1679	21436	0	7.36202353845
MA1472.3	Bhlha15	Tal-related	Unknown	164.286362213577	0	1388	15130	0	7.36006891362048
MA1619.2	Ptf1A	Tal-related	Unknown	164.286362213577	0	1388	15130	0	7.36006891362048
MA0153.2	HNF1B	POU domain factors	Unknown	164.110104769861	0	1338	14251	0	7.3585202625846
MA2136.1	klf-3	Three-zinc finger Kruppel-related	Unknown	164.074720062361	0	1797	24642	0	7.35820916141009
MA2290.1	Usf	bHLH-ZIP	MethylMinus	164.01328307074	0	1510	17485	0	7.35766885000993
MA1724.2	Rfx6	RFX-related factors	Unknown	163.976568803812	0	1318	13916	0	7.35734586751065
MA0779.2	PAX1	Paired domain only	Unknown	163.900328005754	0	1442	16234	0	7.35667493141039
MA1654.2	ZNF16	More than 3 adjacent zinc fingers	Unknown	163.80324714727	0	1634	20324	0	7.35582014624589
MA1512.2	KLF11	Three-zinc finger Kruppel-related	Unknown	163.760306277612	0	1762	23677	0	7.35544189549477
MA1636.2	CEBPG	CEBP-related	Unknown	163.709063559516	0	1487	17027	0	7.3549903869099
MA0542.1	elt-3	C4-GATA-related	Unknown	163.702721925702	0	1110	10729	0	7.35493449983398
MA2140.1	lin-31	FOX	MethylMinus	163.667815743558	0	1480	16884	0	7.35462684248385
MA1627.2	Wt1	More than 3 adjacent zinc fingers	Unknown	163.634064428881	0	1898	27863	0	7.35432930154423
MA0840.2	Creb5	CREB-related factors	Unknown	163.578063843253	0	1284	13375	0	7.35383548263607
MA1517.2	KLF6	Three-zinc finger Kruppel-related	MethylMinus	163.572923153464	0	1723	22564	0	7.35379014303472
MA1527.2	NFIC	Nuclear factor 1	Unknown	163.483693423799	0	1457	16584	0	7.35300293198221
MA2094.1	PAX8	Paired domain only	Unknown	163.348591449802	0	1428	16001	0	7.35181020428656
MA1927.2	YY1-2	More than 3 adjacent zinc fingers	Unknown	163.10704695541	0	1406	15578	0	7.34967530406241
MA1480.2	DPRX	Paired-related HD factors	Unknown	163.103610856474	0	1217	12338	0	7.34964491116888
MA0792.1	POU5F1B	POU domain factors	Unknown	163.099313979061	0	1381	15101	0	7.34960690363882
MA0896.2	Hmx1	NK	Unknown	163.070667491128	0	1396	15380	0	7.34935348886411
MA2123.1	Hand1	Tal-related	Unknown	162.633797339662	0	1564	18818	0	7.34548328843972
MA2303.1	crp	bHLH-ZIP	MethylMinus	162.540850803434	0	1241	12751	0	7.34465854080762
MA0731.1	BCL6B	More than 3 adjacent zinc fingers	Unknown	162.363454586283	0	1386	15255	0	7.34308313128585
MA2282.1	SREBP	bHLH-ZIP	MethylMinus	162.357089557355	0	1468	16764	0	7.34302657314171
MA1147.2	NR4A2::RXRA	NGFI-B-related receptors (NR4)	Unknown	162.356770224177	0	1526	18002	0	7.34302373556408
MA1531.2	NR1D1	Thyroid hormone receptor-related factors (NR1)	Unknown	162.311664492825	0	1402	15574	0	7.34262287235474
MA1105.3	GRHL2	Grainyhead-related factors	Unknown	162.065420949767	0	1408	15719	0	7.34043249317813
MA1514.2	KLF17	Three-zinc finger Kruppel-related	Unknown	162.035557698683	0	1748	23504	0	7.34016662811011
MA0163.1	PLAG1	More than 3 adjacent zinc fingers	Unknown	161.939695323407	0	1771	24234	0	7.33931285810043
MA0511.2	RUNX2	Runt-related factors	LittleEffect	161.766765885141	0	1541	18395	0	7.3377714340225
MA1704.2	zip-8	Jun-related	Unknown	161.743417823722	0	1192	12041	0	7.33756319246365
MA2252.1	lmd	More than 3 adjacent zinc fingers	Unknown	161.630572240328	0	1804	25184	0	7.33655629781435
MA1837.2	Elba1	""	Unknown	161.506921142249	0	1542	18445	0	7.33545218059887
MA1838.2	Elba2	""	Unknown	161.506921142249	0	1542	18445	0	7.33545218059887
MA0193.1	schlank	""	Unknown	161.330643271676	0	1634	20612	0	7.33387668094826
MA1725.2	ZNF189	More than 3 adjacent zinc fingers	Unknown	161.287305889686	0	1604	19895	0	7.33348908548669
MA0500.3	MYOG	MyoD/ASC-related factors	Unknown	161.271867577879	0	1475	17020	0	7.33335098508383
MA2272.1	slp2	FOX	MethylMinus	161.187090645753	0	1525	18103	0	7.33259239389411
MA0785.2	POU2F1	POU domain factors	MethylPlus	161.133349648091	0	1384	15326	0	7.33211130823
MA1143.2	FOSL1::JUND	Fos-related	MethylMinus	161.111187556967	0	1378	15214	0	7.33191286800639
MA2289.1	toy	Paired plus homeo domain	Unknown	161.086756032171	0	1366	14996	0	7.33169407555017
MA0694.2	ZBTB7B	More than 3 adjacent zinc fingers	Unknown	160.804376042465	0	1584	19479	0	7.32916285754069
MA2221.1	E(spl)mdelta-HLH	Hairy-related factors	Unknown	160.691123119241	0	1133	11228	0	7.32814642379349
MA2205.1	CG7928	More than 3 adjacent zinc fingers	Unknown	160.626796034864	0	1649	21101	0	7.32756877554337
MA1461.2	sv	Paired domain only	Unknown	160.564053129247	0	1429	16293	0	7.327005130096
MA2226.1	ERR	Steroid hormone receptors (NR3)	Unknown	160.503929629213	0	1464	16867	0	7.32646480916079
MA0145.2	Tfcp2l1	CP2-related factors	Unknown	160.420230402619	0	1575	19313	0	7.3257122795796
MA2341.1	FEZF2	More than 3 adjacent zinc fingers	Unknown	160.403601526609	0	1537	18452	0	7.32556272462396
MA1458.2	Hsf	HSF factors	Unknown	160.286405481694	0	1316	14170	0	7.32450825983464
MA1554.2	RFX7	RFX-related factors	Unknown	160.117247110901	0	1280	13566	0	7.32298490663084
MA1140.3	JUNB	Jun-related	Unknown	160.107550109689	0	1188	12084	0	7.32289753166372
MA0016.2	usp	RXR-related receptors (NR2)	Unknown	160.045607351326	0	1475	17145	0	7.32233927066057
MA0692.2	TFEB	bHLH-ZIP	MethylMinus	160.011045936433	0	1318	14227	0	7.32202769093521
MA0066.2	PPARG	Thyroid hormone receptor-related factors (NR1)	Unknown	159.900757226039	0	1372	15207	0	7.3210329606359
MA0924.1	pal-1	HOX	Unknown	159.86956960567	0	1321	14291	0	7.32075154474699
MA0462.3	BATF::JUN	B-ATF-related factors	MethylMinus	159.785389694328	0	1578	19454	0	7.31999168828357
MA0835.3	BATF3	B-ATF-related factors	Unknown	159.785389694328	0	1578	19454	0	7.31999168828357
MA1448.1	fos-1	Fos-related	Unknown	159.785389694328	0	1578	19454	0	7.31999168828357
MA1634.2	BATF	B-ATF-related factors	MethylMinus	159.785389694328	0	1578	19454	0	7.31999168828357
MA1928.2	BNC2	Factors with multiple dispersed zinc fingers	Unknown	159.785389694328	0	1578	19454	0	7.31999168828357
MA1988.2	Atf3	Fos-related	MethylMinus	159.785389694328	0	1578	19454	0	7.31999168828357
MA0789.1	POU3F4	POU domain factors	Unknown	159.780563483551	0	1391	15598	0	7.31994811198713
MA0874.2	Arx	Paired-related HD factors	Unknown	159.395853525083	0	1299	13946	0	7.3164702897643
MA0012.2	br	Other factors with up to three adjacent zinc fingers	Unknown	159.227476212318	0	1378	15391	0	7.31494549786072
MA2314.1	hr3	Thyroid hormone receptor-related factors (NR1)	Unknown	159.156522977666	0	1541	18677	0	7.31430247634128
MA0465.3	CDX2	HOX	MethylPlus	159.00474575669	0	1295	13908	0	7.31292601551999
MA0839.2	CREB3L1	CREB-related factors	Unknown	158.994764926866	0	1308	14134	0	7.31283545378506
MA1643.2	NFIB	Nuclear factor 1	Unknown	158.900951356268	0	1523	18303	0	7.31198395204996
MA1149.2	RARA::RXRG	Thyroid hormone receptor-related factors (NR1)	Unknown	158.86167821029	0	1402	15910	0	7.31162733885534
MA1921.2	Tbx15/18/22	TBX1-related factors	Unknown	158.646640229076	0	1392	15729	0	7.30967315839129
MA0871.3	TFEC	bHLH-ZIP	MethylMinus	158.529531018466	0	1350	14921	0	7.30860780165656
MA1919.2	Tbox-a	TBX1-related factors	Unknown	158.509530560395	0	1294	13930	0	7.30842577637822
MA0520.2	Stat6	STAT factors	Unknown	158.503774857366	0	1413	16169	0	7.30837338914983
MA0664.2	MLXIPL	bHLH-ZIP	MethylMinus	158.375561535469	0	1164	11829	0	7.30720592436101
MA0486.2	HSF1	HSF factors	Unknown	158.322204223442	0	1313	14276	0	7.30671979317534
MA1117.2	RELB	NF-kappaB-related factors	LittleEffect	158.295033162584	0	1374	15402	0	7.30647217838863
MA1854.2	Etv1/4/5	Ets-related	MethylMinus	158.237653857009	0	1769	24649	0	7.30594913072939
MA1855.2	Fli-Erg-a	Ets-related	MethylMinus	158.237653857009	0	1769	24649	0	7.30594913072939
MA1857.2	Fli-Erg-c	Ets-related	MethylMinus	158.237653857009	0	1769	24649	0	7.30594913072939
MA0035.5	GATA1	C4-GATA-related	Unknown	158.124154931377	0	1551	19018	0	7.30491395935515
MA0135.2	Lhx3	HD-LIM	MethylPlus	158.079100423312	0	1603	20244	0	7.30450283192559
MA0124.3	Nkx3-1	NK	Unknown	158.01991489576	0	1413	16217	0	7.30396257925822
MA1642.2	NEUROG2	Tal-related	Unknown	157.975969263151	0	1738	23771	0	7.30356130728083
MA1563.2	SOX18	SOX-related factors	LittleEffect	157.740857935879	0	1259	13395	0	7.30141258425189
MA1534.2	NR1I3	Thyroid hormone receptor-related factors (NR1)	Unknown	157.64252944644	0	1216	12696	0	7.30051299325018
MA0062.4	GABPA	Ets-related	MethylMinus	157.403077225837	0	1681	22227	0	7.29831993554426
MA0159.1	RARA::RXRA	Thyroid hormone receptor-related factors (NR1)	Unknown	157.36596071822	0	1446	16811	0	7.29797970003652
MA2199.1	bowl	More than 3 adjacent zinc fingers	Unknown	157.341287229096	0	1544	18946	0	7.2977534814114
MA0761.3	ETV1	Ets-related	MethylMinus	157.327171504894	0	1640	21279	0	7.29762404558932
MA0827.1	OLIG3	Tal-related	Unknown	157.22364545163	0	1324	14562	0	7.29667439598749
MA1938.2	ERF::NHLH1	Ets-related	MethylMinus	157.201075687468	0	1462	17164	0	7.29646727940474
MA0126.2	ovo	More than 3 adjacent zinc fingers	Unknown	157.185775576339	0	1144	11604	0	7.29632685753672
MA0239.2	prd	""	Unknown	157.185775576339	0	1144	11604	0	7.29632685753672
MA0730.1	RARA	Thyroid hormone receptor-related factors (NR1)	Unknown	156.960749657043	0	1386	15774	0	7.2942600268874
MA1615.2	Plagl1	More than 3 adjacent zinc fingers	Unknown	156.840191114985	0	1625	20947	0	7.29315149471478
MA2196.1	bigmax	bHLH-ZIP	MethylMinus	156.805922904353	0	1224	12887	0	7.29283624401965
MA0150.3	Nfe2l2	Jun-related	MethylMinus	156.788419022566	0	1391	15892	0	7.29267519032639
MA1449.2	hlh-30	bHLH-ZIP	MethylMinus	156.780395188497	0	1033	10042	0	7.29260135680023
MA0505.3	Nr5A2	FTZF1related(NR5A)	Unknown	156.695129023664	0	1367	15419	0	7.29181652311024
MA1920.2	Tbox-b	TBX1-related factors	Unknown	156.592591837952	0	1355	15190	0	7.29087215226667
MA0155.1	INSM1	Factors with multiple dispersed zinc fingers	Unknown	156.489463967043	0	1607	20532	0	7.28992171725732
MA0524.3	TFAP2C	AP-2	Unknown	156.477412230766	0	1570	19646	0	7.28981060658401
MA2202.1	byn	Brachyury-related factors	Unknown	156.303352188445	0	1403	16184	0	7.28820490946729
MA1710.2	ZNF257	More than 3 adjacent zinc fingers	Unknown	156.238119574136	0	1752	24397	0	7.28760268045747
MA2120.1	ZNF184	More than 3 adjacent zinc fingers	Unknown	156.21735060958	0	1625	21032	0	7.28741088812177
MA2143.1	nhr-25	FTZF1related(NR5A)	Unknown	156.002278931073	0	1313	14468	0	7.28542329436573
MA2099.1	ZNF770	Factors with multiple dispersed zinc fingers	Unknown	155.862784121417	0	1510	18346	0	7.28413268180675
MA0898.2	Hmx3	NK	Unknown	155.775794827464	0	1339	14957	0	7.28332726787706
MA0089.3	MAFG::NFE2L1	Maf-related	MethylMinus	155.6776919037	0	1355	15280	0	7.28241841559368
MA0595.1	SREBF1	bHLH-ZIP	MethylMinus	155.677095579372	0	1421	16466	0	7.28241288933113
MA1843.2	AP4	bHLH-ZIP	MethylMinus	155.621946599623	0	1254	13475	0	7.28190172064992
MA1485.1	FERD3L	Tal-related	Unknown	155.588834254239	0	1449	17058	0	7.28159471961013
MA1719.2	ZNF816	More than 3 adjacent zinc fingers	Unknown	155.371099564069	0	1664	22206	0	7.27957436409219
MA1949.2	FLI1::DRGX	Paired-related HD factors	MethylMinus	155.33679993811	0	1324	14722	0	7.27925584048493
MA2253.1	luna	Three-zinc finger Kruppel-related	Unknown	155.316765683287	0	1642	21614	0	7.27906975976145
MA1136.1	FOSB::JUNB	Fos-related	Unknown	155.298457699456	0	1237	13215	0	7.27889969187344
MA2250.1	klu	More than 3 adjacent zinc fingers	Unknown	155.287540334922	0	1703	23160	0	7.27879826793431
MA0703.3	LMX1B	HD-LIM	Unknown	155.276869731111	0	1239	13250	0	7.27869912954815
MA1966.2	TFAP4::ETV1	bHLH-ZIP	MethylMinus	155.068954655314	0	1601	20567	0	7.27676607248673
MA0122.4	Nkx3-2	NK	Unknown	155.056640074227	0	1290	14140	0	7.27665149835692
MA0141.4	ESRRB	Steroid hormone receptors (NR3)	Unknown	155.049333856722	0	1342	15084	0	7.27658351744298
MA1589.2	ZNF140	More than 3 adjacent zinc fingers	Unknown	154.939644436698	0	1431	16749	0	7.27556252379486
MA0798.3	RFX3	RFX-related factors	Unknown	154.903825688842	0	1322	14723	0	7.27522896485226
MA0647.2	GRHL1	Grainyhead-related factors	Unknown	154.714897739559	0	1118	11376	0	7.27346831261311
MA0669.1	NEUROG2	Tal-related	Unknown	154.69946536392	0	1297	14293	0	7.27332440066539
MA2212.1	dar1	Three-zinc finger Kruppel-related	Unknown	154.695562700404	0	1623	21185	0	7.273288004778
MA1459.2	M1BP	More than 3 adjacent zinc fingers	Unknown	154.632447768913	0	1443	17032	0	7.2726992730961
MA2330.1	ZBTB24	More than 3 adjacent zinc fingers	Unknown	154.569037854614	0	1491	18069	0	7.27210754780086
MA0611.3	Dux	Paired-related HD factors	Unknown	154.317549477146	0	1013	9902	0	7.26975832883141
MA1941.2	ETV2::FIGLA	Ets-related	MethylMinus	154.131119969135	0	1551	19475	0	7.2680143695534
MA1581.2	ZBTB6	More than 3 adjacent zinc fingers	Unknown	154.107376585355	0	1520	18766	0	7.2677921100856
MA1945.2	ETV5::FIGLA	Ets-related	MethylMinus	154.079880270298	0	1591	20440	0	7.2675346770049
MA0739.2	Hic1	Factors with multiple dispersed zinc fingers	Unknown	154.016783330952	0	1514	18641	0	7.26694376088333
MA2318.1	pita	More than 3 adjacent zinc fingers	Unknown	154.000935969085	0	1402	16248	0	7.26679530896668
MA0070.2	PBX1	TALE-type homeo domain factors	MethylPlus	153.9363466161	0	1428	16791	0	7.26619010299857
MA0137.4	STAT1	STAT factors	Unknown	153.850399974866	0	1312	14633	0	7.26538438411895
MA1123.3	TWIST1	Tal-related	Unknown	153.845270290672	0	1432	16884	0	7.26533628093997
MA0083.3	SRF	Responders to external signals (SRF/RLM1)	Unknown	153.789198839348	0	1029	10150	0	7.26481037104512
MA1969.2	THRA	Thyroid hormone receptor-related factors (NR1)	Unknown	153.654828275346	0	1510	18592	0	7.26354929103332
MA0922.1	ces-2	CEBP-related	Unknown	153.484544542061	0	1118	11458	0	7.26194957738886
MA1539.1	NR2F6	RXR-related receptors (NR2)	Unknown	153.475933812972	0	1346	15319	0	7.26186863761299
MA0474.4	Erg	Ets-related	MethylMinus	153.459091278625	0	1693	23129	0	7.26171030676889
MA0609.3	CREM	CREB-related factors	Unknown	153.454236048257	0	1254	13647	0	7.2616646611996
MA0154.5	EBF1	Early B-Cell Factor-related factors	Unknown	153.387296848263	0	1319	14800	0	7.26103519717305
MA1948.2	ETV5::HOXA2	Ets-related	MethylMinus	153.356075465951	0	1220	13082	0	7.26074151236906
MA0060.4	NFYA	Heteromeric CCAAT-binding	Unknown	153.310293246009	0	1514	18721	0	7.26031075250165
MA2310.1	fru	Factors with multiple dispersed zinc fingers	Unknown	153.247524798033	0	1311	14667	0	7.2597199619587
MA1858.2	Fos-b	Fos-related	Unknown	153.176281584763	0	1106	11298	0	7.25904911178196
MA1528.2	NFIX	Nuclear factor 1	Unknown	153.015783828366	0	1405	16411	0	7.25753666672157
MA0838.1	CEBPG	CEBP-related	Unknown	152.729364340539	0	950	9146	0	7.25483365672743
MA1721.2	ZNF93	More than 3 adjacent zinc fingers	Unknown	152.677841405756	0	1605	21000	0	7.25434688443254
MA2273.1	Sox102F	SOX-related factors	LittleEffect	152.58732791284	0	1359	15667	0	7.25349134384479
MA0678.1	OLIG2	Tal-related	Unknown	152.400444095056	0	1304	14614	0	7.25172329662697
MA0591.2	Bach1::Mafk	Jun-related	MethylMinus	152.295553079305	0	1343	15377	0	7.25073000655661
MA1648.2	TCF12	E2A	Unknown	152.244386191877	0	1440	17222	0	7.25024522143699
MA1887.2	Hsf1-2-4	HSF factors	Unknown	152.191801323137	0	1092	11154	0	7.24974683173679
MA0600.3	RFX2	RFX-related factors	Unknown	152.172450906847	0	1143	11932	0	7.24956338871119
MA2245.1	Hr78	RXR-related receptors (NR2)	Unknown	152.138444723297	0	1353	15592	0	7.24924095166883
MA0532.2	Stat92E	STAT factors	Unknown	152.123503321931	0	1410	16607	0	7.24909925872425
MA0768.3	Lef1	TCF-7-related factors	Unknown	151.735354227265	0	1383	16094	0	7.24541346142283
MA0471.3	E2F6	E2F	Unknown	151.491337239318	0	1491	18412	0	7.24309148790068
MA1934.2	ERF::FIGLA	Ets-related	MethylMinus	151.390844826207	0	1493	18468	0	7.24213415254094
MA0907.2	HOXC13	HOX	Unknown	150.978157059847	0	1099	11340	0	7.23819603084233
MA2130.1	dmd-10	DMRT factors	Unknown	150.835752554981	0	1296	14606	0	7.23683462050522
MA1959.2	KLF7	Three-zinc finger Kruppel-related	Unknown	150.689806624341	0	1719	24204	0	7.23543801925265
MA1529.2	NHLH2	Tal-related	Unknown	150.650280782248	0	1412	16804	0	7.23505955160707
MA0796.1	TGIF1	TALE-type homeo domain factors	MethylPlus	150.58215957896	0	1441	17423	0	7.23440704470096
MA0696.1	ZIC1	More than 3 adjacent zinc fingers	Unknown	150.519166510906	0	1380	16159	0	7.23380339549491
MA0482.3	GATA4	C4-GATA-related	Unknown	150.512546990962	0	1402	16611	0	7.23373994737188
MA1128.2	FOSL1::JUN	Fos-related	MethylMinus	150.46527104519	0	1274	14244	0	7.23328672611109
MA0494.2	Nr1h3::Rxra	Thyroid hormone receptor-related factors (NR1)	Unknown	150.362635725751	0	1329	15293	0	7.23230229967466
MA1141.2	FOS::JUND	Fos-related	MethylMinus	150.172463552316	0	1262	14057	0	7.23047648639158
MA1114.2	PBX3	TALE-type homeo domain factors	Unknown	149.890094213482	0	1580	20730	0	7.227761232825
MA1099.3	HES1	Hairy-related factors	Unknown	149.846688710853	0	1149	12194	0	7.22734339352469
MA0837.3	CEBPE	CEBP-related	Unknown	149.726194874442	0	698	6208	0	7.22618283541581
MA1880.2	Hey	Hairy-related factors	Unknown	149.698418354865	0	1164	12445	0	7.22591516839452
MA0037.5	Gata3	C4-GATA-related	Unknown	149.607923606501	0	1350	15788	0	7.22504277572944
MA0018.5	CREB1	CREB-related factors	MethylMinus	149.589894087235	0	1328	15351	0	7.22486890348487
MA2241.1	HLH4C	Tal-related	Unknown	149.562026931703	0	1327	15334	0	7.22460011826652
MA2327.1	PGR	Steroid hormone receptors (NR3)	Unknown	149.552180119614	0	1066	10942	0	7.22450513149131
MA0509.3	RFX1	RFX-related factors	Unknown	149.477531573721	0	1208	13186	0	7.22378483457768
MA2298.1	CG3065	Three-zinc finger Kruppel-related	Unknown	149.434633427593	0	1570	20533	0	7.22337074006864
MA1558.2	SNAI1	More than 3 adjacent zinc fingers	Unknown	149.393840355928	0	1440	17532	0	7.22297685549791
MA2292.1	wor	More than 3 adjacent zinc fingers	Unknown	149.393145808997	0	1518	19269	0	7.22297014824853
MA1584.2	ZIC5	More than 3 adjacent zinc fingers	Unknown	149.291715341775	0	1346	15740	0	7.22199029786631
MA2266.1	Rfx	RFX-related factors	Unknown	149.281425376328	0	1139	12077	0	7.22189085635532
MA0522.4	TCF3	E2A	Unknown	149.269233251499	0	1419	17099	0	7.22177302363561
MA1552.2	RARB	Thyroid hormone receptor-related factors (NR1)	Unknown	149.259367702739	0	1055	10799	0	7.22167766943349
MA0676.1	Nr2e1	RXR-related receptors (NR2)	Unknown	148.940747267618	0	1527	19533	0	7.21859469076564
MA1985.1	ZNF669	More than 3 adjacent zinc fingers	Unknown	148.855395433089	0	1565	20484	0	7.21776770442081
MA0099.4	FOS::JUN	Fos-related	MethylMinus	148.847501723368	0	1205	13186	0	7.21769119716488
MA1522.2	MAZ	More than 3 adjacent zinc fingers	Unknown	148.71499060066	0	1713	24339	0	7.21640626941248
MA0496.4	MAFK	Maf-related	MethylMinus	148.326033010904	0	1322	15360	0	7.21262802020127
MA0752.2	ZNF410	More than 3 adjacent zinc fingers	Unknown	147.999923039011	0	1267	14333	0	7.20945261541769
MA0501.2	MAF::NFE2	Maf-related	Unknown	147.765986436129	0	1330	15576	0	7.20717041022481
MA0672.2	NKX2-3	NK	Unknown	147.545525291916	0	1228	13724	0	7.20501635766729
MA2332.1	ZNF175	More than 3 adjacent zinc fingers	Unknown	147.491691174841	0	1563	20623	0	7.20448987347979
MA1468.1	ATOH7	Tal-related	Unknown	147.318870203055	0	1319	15403	0	7.20279842805564
MA2281.1	SREBP	bHLH-ZIP	MethylMinus	147.256328359557	0	1050	10857	0	7.20218582516674
MA0810.2	TFAP2A	AP-2	Unknown	147.18568223834	0	1514	19443	0	7.20149352714523
MA0659.4	Mafg	Maf-related	MethylMinus	147.181669039328	0	1319	15417	0	7.20145418975073
MA1975.2	ZNF214	More than 3 adjacent zinc fingers	Unknown	146.985854250547	0	1357	16062	0	7.1995335082066
MA0530.2	cnc::maf-S	Jun-related	Unknown	146.653136231277	0	1427	17558	0	7.19626411376376
MA0180.1	Vsx2	Paired-related HD factors	Unknown	146.601796410329	0	1258	14295	0	7.1957589716666
MA1462.2	vfl	More than 3 adjacent zinc fingers	Unknown	146.575933281855	0	1378	16535	0	7.19550443250139
MA2219.1	E(spl)m3-HLH	Hairy-related factors	Unknown	146.358705928696	0	1248	14138	0	7.19336475463032
MA1154.2	ZNF282	More than 3 adjacent zinc fingers	Unknown	146.284501978694	0	1466	18455	0	7.19263312191113
MA0742.2	KLF12	Three-zinc finger Kruppel-related	Unknown	146.229012519703	0	1720	24912	0	7.19208576690495
MA2135.1	jun-1	Jun-related	Unknown	146.188851128181	0	1203	13408	0	7.19168948030313
MA0917.1	gcm2	GCM	Unknown	146.175855446052	0	1058	11049	0	7.19156122401397
MA1720.2	ZNF85	More than 3 adjacent zinc fingers	Unknown	146.134301510046	0	1263	14428	0	7.19115104560325
MA0242.1	Bgb::run	Runt-related factors	Unknown	146.113700460551	0	1366	16338	0	7.19094764963961
MA1599.2	ZNF682	More than 3 adjacent zinc fingers	Unknown	146.043883954715	0	1449	18106	0	7.19025813183118
MA0797.1	TGIF2	TALE-type homeo domain factors	Unknown	146.030026661483	0	1349	16001	0	7.19012123601465
MA0473.4	ELF1	Ets-related	MethylMinus	145.981232781516	0	1552	20551	0	7.18963909919949
MA0781.2	PAX9	Paired domain only	Unknown	145.967139693269	0	1391	16871	0	7.18949981410351
MA0811.2	TFAP2B	AP-2	Unknown	145.707283046128	0	1513	19602	0	7.18692918077997
MA0715.1	PROP1	Paired-related HD factors	Unknown	145.65350339278	0	1361	16285	0	7.18639659270581
MA0620.4	MITF	bHLH-ZIP	MethylMinus	145.609538322952	0	1012	10408	0	7.18596105383125
MA0668.3	Neurod2	Tal-related	Unknown	145.566767508987	0	1532	20096	0	7.18553721960841
MA0056.3	MZF1	More than 3 adjacent zinc fingers	Unknown	145.553074120372	0	1428	17704	0	7.18540149966743
MA0615.2	Gmeb1	GMEB	Unknown	145.539546062121	0	1236	13997	0	7.18526740583466
MA0854.2	Alx1	Paired-related HD factors	Unknown	145.46868082915	0	1156	12640	0	7.18456476643995
MA2158.1	ceh-14	HD-LIM	Unknown	145.46868082915	0	1156	12640	0	7.18456476643995
MA0756.3	ONECUT2	HD-CUT	Unknown	145.340670314445	0	1158	12683	0	7.18329465496693
MA1940.2	ETV2::DRGX	Ets-related	MethylMinus	145.315091257068	0	1279	14821	0	7.18304072723382
